i,size_grid,nb_srcs,alpha,mu,decay,epsilon,time_sp,time_bio,n_steps_sp,n_steps_bio,perf_sp,perf_bio,cost_sp,cost_bio,ft_sp,ft_bio,diffset
94,150,8,2,1.8,0.5,0.0005,0.083,63.054,17,35,0.60583,0.59686,0.03885,0.03867,0.66429,0.66165,0.56
94,150,8,4,1.8,0.5,0.0005,0.095,63.144,18,41,0.60583,0.59686,0.03885,0.03867,0.66429,0.66165,0.56
94,150,8,8,1.8,0.5,0.0005,0.07,54.191,17,41,0.60583,0.61387,0.03885,0.04815,0.66429,0.88509,0.483
94,150,8,16,1.8,0.5,0.0005,0.078,68.015,18,80,0.60583,0.62023,0.03885,0.05299,0.66429,0.89835,0.586
94,150,8,32,1.8,0.5,0.0005,0.11,63.154,17,88,0.62713,0.63194,0.04824,0.06683,0.84143,0.98485,0.45
94,150,8,64,1.8,0.5,0.0005,0.078,67.355,14,93,0.63752,0.64889,0.05899,0.10212,0.92742,1.0,0.473
95,150,8,0,1.8,0.5,0.0005,0.094,100.381,17,30,0.61265,0.58654,0.0416,0.0325,0.70536,0.59864,0.324
95,150,8,1,1.8,0.5,0.0005,0.093,93.248,17,31,0.61265,0.58654,0.0416,0.0325,0.70536,0.59864,0.324
95,150,8,2,1.8,0.5,0.0005,0.093,87.121,17,31,0.61265,0.58654,0.0416,0.0325,0.70536,0.59864,0.324
95,150,8,4,1.8,0.5,0.0005,0.098,78.906,17,33,0.61265,0.58654,0.0416,0.0325,0.70536,0.59864,0.324
95,150,8,8,1.8,0.5,0.0005,0.108,78.665,16,41,0.62695,0.58654,0.04716,0.0325,0.79497,0.59864,0.412
95,150,8,16,1.8,0.5,0.0005,0.085,87.375,16,46,0.62695,0.62213,0.04716,0.04498,0.79497,0.93878,0.375
95,150,8,32,1.8,0.5,0.0005,0.104,73.15,17,113,0.62695,0.63213,0.04716,0.06659,0.79497,0.96898,0.354
95,150,8,64,1.8,0.5,0.0005,0.086,60.464,16,88,0.64482,0.64032,0.05488,0.07945,0.90323,0.98936,0.393
96,150,8,0,1.8,0.5,0.0005,0.073,51.605,18,33,0.47127,0.4995,0.05032,0.05104,0.68783,0.66071,0.447
96,150,8,1,1.8,0.5,0.0005,0.07,48.125,17,32,0.47127,0.4995,0.05032,0.05104,0.68783,0.66071,0.447
96,150,8,2,1.8,0.5,0.0005,0.088,46.139,18,33,0.52016,0.4995,0.06076,0.05104,0.9,0.66071,0.432
96,150,8,4,1.8,0.5,0.0005,0.07,44.459,16,57,0.52016,0.51725,0.06076,0.05761,0.9,0.81548,0.444
96,150,8,8,1.8,0.5,0.0005,0.074,42.376,16,64,0.52016,0.51725,0.06076,0.05761,0.9,0.81548,0.444
96,150,8,16,1.8,0.5,0.0005,0.065,39.774,14,68,0.52016,0.52916,0.06076,0.06424,0.9,0.89694,0.556
96,150,8,32,1.8,0.5,0.0005,0.065,39.549,15,67,0.52016,0.54445,0.06076,0.07903,0.9,0.93293,0.551
96,150,8,64,1.8,0.5,0.0005,0.075,41.91,17,81,0.54067,0.54904,0.07447,0.12024,0.94512,0.9918,0.478
97,150,8,0,1.8,0.5,0.0005,0.069,78.136,17,32,0.43357,0.41984,0.05128,0.05085,0.6455,0.64,0.444
97,150,8,1,1.8,0.5,0.0005,0.104,80.361,17,32,0.43357,0.41984,0.05128,0.05085,0.6455,0.64,0.444
97,150,8,2,1.8,0.5,0.0005,0.083,80.039,16,33,0.43357,0.41984,0.05128,0.05085,0.6455,0.64,0.444
97,150,8,4,1.8,0.5,0.0005,0.083,72.025,16,57,0.43357,0.41984,0.05128,0.05228,0.6455,0.70467,0.432
97,150,8,8,1.8,0.5,0.0005,0.084,69.922,16,167,0.43357,0.41984,0.05128,0.05353,0.6455,0.74735,0.459
97,150,8,16,1.8,0.5,0.0005,0.092,63.739,15,74,0.47557,0.4263,0.05961,0.06401,0.85826,0.85823,0.354
97,150,8,32,1.8,0.5,0.0005,0.072,68.278,15,111,0.47557,0.50128,0.05961,0.09377,0.85826,0.96196,0.3
97,150,8,64,1.8,0.5,0.0005,0.09,80.017,18,95,0.52103,0.51593,0.0778,0.1275,0.97561,0.99621,0.305
98,150,8,0,1.8,0.5,0.0005,0.098,86.961,18,39,0.55606,0.55352,0.04192,0.03723,0.66143,0.58929,0.406
98,150,8,1,1.8,0.5,0.0005,0.133,80.449,17,45,0.55606,0.57787,0.04192,0.04711,0.66143,0.81101,0.4
98,150,8,2,1.8,0.5,0.0005,0.094,74.739,18,42,0.55606,0.57787,0.04192,0.04711,0.66143,0.81101,0.4
98,150,8,4,1.8,0.5,0.0005,0.087,71.189,17,46,0.55606,0.57787,0.04192,0.04711,0.66143,0.81101,0.4
98,150,8,8,1.8,0.5,0.0005,0.094,68.296,17,41,0.55606,0.57787,0.04192,0.04711,0.66143,0.81101,0.4
98,150,8,16,1.8,0.5,0.0005,0.098,64.741,19,74,0.5848,0.5947,0.05489,0.05097,0.84908,0.85852,0.425
98,150,8,32,1.8,0.5,0.0005,0.082,64.256,18,173,0.62214,0.60963,0.06786,0.07116,0.97917,0.97222,0.565
98,150,8,64,1.8,0.5,0.0005,0.11,72.457,15,112,0.62214,0.61348,0.06786,0.09533,0.97917,0.99479,0.5
99,150,8,0,1.8,0.5,0.0005,0.074,80.628,15,40,0.59162,0.54419,0.06325,0.03851,0.93919,0.59694,0.289
99,150,8,1,1.8,0.5,0.0005,0.073,74.371,15,38,0.59162,0.54419,0.06325,0.03851,0.93919,0.59694,0.289
99,150,8,2,1.8,0.5,0.0005,0.064,76.27,14,37,0.59162,0.54419,0.06325,0.03851,0.93919,0.59694,0.289
99,150,8,4,1.8,0.5,0.0005,0.07,74.002,14,38,0.59162,0.54419,0.06325,0.03851,0.93919,0.59694,0.289
99,150,8,8,1.8,0.5,0.0005,0.107,66.999,23,73,0.59162,0.56362,0.06325,0.04935,0.93919,0.8648,0.327
99,150,8,16,1.8,0.5,0.0005,0.067,62.357,14,59,0.59162,0.60865,0.06325,0.0772,0.93919,0.99432,0.5
99,150,8,32,1.8,0.5,0.0005,0.076,59.052,15,51,0.59162,0.60865,0.06325,0.0772,0.93919,0.99432,0.5
99,150,8,64,1.8,0.5,0.0005,0.071,60.065,14,65,0.61147,0.61662,0.0713,0.09864,0.98125,1.0,0.508
100,150,8,0,1.8,0.5,0.0005,0.114,60.034,16,31,0.60953,0.60677,0.05044,0.0479,0.73714,0.77329,0.455
100,150,8,1,1.8,0.5,0.0005,0.077,60.399,16,52,0.60953,0.60677,0.05044,0.0479,0.73714,0.77329,0.455
100,150,8,2,1.8,0.5,0.0005,0.084,57.882,16,52,0.60953,0.60677,0.05044,0.0479,0.73714,0.77329,0.455
100,150,8,4,1.8,0.5,0.0005,0.08,58.669,16,58,0.60953,0.60677,0.05044,0.0479,0.73714,0.77329,0.455
100,150,8,8,1.8,0.5,0.0005,0.091,54.842,16,71,0.60953,0.60677,0.05044,0.05247,0.73714,0.82292,0.485
100,150,8,16,1.8,0.5,0.0005,0.081,50.269,17,43,0.60953,0.61347,0.05044,0.06056,0.73714,0.88648,0.432
100,150,8,32,1.8,0.5,0.0005,0.171,49.027,19,68,0.60953,0.62743,0.05044,0.06533,0.73714,0.92188,0.425
100,150,8,64,1.8,0.5,0.0005,0.087,47.51,17,58,0.60953,0.62924,0.05163,0.07974,0.76648,0.95732,0.457
