i,size_grid,nb_srcs,alpha,mu,decay,epsilon,time_sp,time_bio,n_steps_sp,n_steps_bio,perf_sp,perf_bio,cost_sp,cost_bio,ft_sp,ft_bio,diffset
68,150,8,4,1.8,0.5,0.0005,0.066,58.525,17,36,0.55399,0.48888,0.05585,0.04543,0.89167,0.57286,0.31
68,150,8,8,1.8,0.5,0.0005,0.067,56.887,18,50,0.58784,0.55842,0.06803,0.05514,0.93571,0.875,0.25
68,150,8,16,1.8,0.5,0.0005,0.06,53.264,15,71,0.58784,0.55927,0.07254,0.06259,0.94595,0.90441,0.268
68,150,8,32,1.8,0.5,0.0005,0.071,48.75,17,76,0.59472,0.56065,0.0786,0.07244,0.95513,0.95625,0.317
68,150,8,64,1.8,0.5,0.0005,0.058,52.27,15,102,0.59472,0.58822,0.0786,0.11152,0.95513,0.99583,0.32
69,150,8,0,1.8,0.5,0.0005,0.067,62.271,18,32,0.62367,0.55509,0.04095,0.03778,0.66497,0.61765,0.188
69,150,8,1,1.8,0.5,0.0005,0.076,58.872,18,34,0.62367,0.55509,0.04095,0.03778,0.66497,0.61765,0.188
69,150,8,2,1.8,0.5,0.0005,0.069,58.918,17,38,0.62367,0.55509,0.04825,0.03778,0.85268,0.61765,0.171
69,150,8,4,1.8,0.5,0.0005,0.072,56.154,18,136,0.62367,0.63044,0.04825,0.05032,0.85268,0.96591,0.15
69,150,8,8,1.8,0.5,0.0005,0.063,52.999,17,44,0.62367,0.63044,0.04825,0.05032,0.85268,0.96591,0.15
69,150,8,16,1.8,0.5,0.0005,0.051,50.13,14,37,0.64076,0.63122,0.06535,0.05556,0.92241,0.97917,0.205
69,150,8,32,1.8,0.5,0.0005,0.051,52.097,14,145,0.64076,0.63122,0.06535,0.06273,0.92241,0.98077,0.25
69,150,8,64,1.8,0.5,0.0005,0.065,49.995,15,79,0.64076,0.64504,0.06535,0.0735,0.92241,0.98438,0.22
70,150,8,0,1.8,0.5,0.0005,0.073,65.905,18,32,0.39162,0.39306,0.05914,0.04896,0.68527,0.617,0.605
70,150,8,1,1.8,0.5,0.0005,0.067,62.984,17,33,0.39162,0.39306,0.05914,0.04896,0.68527,0.617,0.605
70,150,8,2,1.8,0.5,0.0005,0.068,60.328,18,34,0.39162,0.39306,0.05914,0.04896,0.68527,0.617,0.605
70,150,8,4,1.8,0.5,0.0005,0.065,58.952,17,41,0.41516,0.39306,0.06346,0.04896,0.79184,0.617,0.684
70,150,8,8,1.8,0.5,0.0005,0.07,55.244,18,47,0.4187,0.435,0.06613,0.05256,0.8166,0.71429,0.659
70,150,8,16,1.8,0.5,0.0005,0.092,53.839,21,59,0.4187,0.43769,0.07097,0.0574,0.87271,0.79545,0.674
70,150,8,32,1.8,0.5,0.0005,0.079,52.611,20,90,0.51689,0.44846,0.08916,0.10941,0.97283,0.9875,0.432
70,150,8,64,1.8,0.5,0.0005,0.058,56.029,15,128,0.51689,0.47503,0.08916,0.12937,0.97283,1.0,0.372
71,150,8,0,1.8,0.5,0.0005,0.061,47.885,16,40,0.47781,0.44621,0.0546,0.05396,0.70408,0.6456,0.256
71,150,8,1,1.8,0.5,0.0005,0.069,44.884,16,45,0.47781,0.44621,0.0546,0.05396,0.70408,0.6456,0.256
71,150,8,2,1.8,0.5,0.0005,0.062,43.847,16,61,0.47781,0.44621,0.0546,0.05396,0.70408,0.6456,0.256
71,150,8,4,1.8,0.5,0.0005,0.059,40.262,15,33,0.47781,0.49254,0.0546,0.06597,0.70408,0.9375,0.224
71,150,8,8,1.8,0.5,0.0005,0.055,37.419,15,34,0.47781,0.49254,0.0546,0.06597,0.70408,0.9375,0.224
71,150,8,16,1.8,0.5,0.0005,0.064,35.064,15,43,0.47781,0.49254,0.0546,0.06597,0.70408,0.9375,0.224
71,150,8,32,1.8,0.5,0.0005,0.057,33.875,15,90,0.47781,0.50208,0.05721,0.07673,0.74138,0.96711,0.196
71,150,8,64,1.8,0.5,0.0005,0.069,45.672,18,106,0.47781,0.53923,0.05721,0.1251,0.74138,0.99615,0.253
72,150,8,0,1.8,0.5,0.0005,0.066,58.074,17,49,0.53593,0.54902,0.05274,0.05153,0.71693,0.68112,0.279
72,150,8,1,1.8,0.5,0.0005,0.078,53.696,17,45,0.53593,0.57468,0.05274,0.0627,0.71693,0.86029,0.326
72,150,8,2,1.8,0.5,0.0005,0.061,52.868,16,42,0.53593,0.57468,0.05274,0.0627,0.71693,0.86029,0.326
72,150,8,4,1.8,0.5,0.0005,0.062,49.322,16,41,0.53593,0.57468,0.05644,0.0627,0.7619,0.86029,0.306
72,150,8,8,1.8,0.5,0.0005,0.061,45.521,16,42,0.53593,0.57468,0.05644,0.0627,0.7619,0.86029,0.306
72,150,8,16,1.8,0.5,0.0005,0.057,44.355,15,160,0.53715,0.5825,0.05895,0.07904,0.80411,0.93452,0.316
72,150,8,32,1.8,0.5,0.0005,0.063,42.003,16,78,0.53715,0.5825,0.05895,0.0878,0.80411,0.95455,0.305
72,150,8,64,1.8,0.5,0.0005,0.062,47.55,16,112,0.57718,0.60037,0.07087,0.13737,0.88816,0.99643,0.333
73,150,8,0,1.8,0.5,0.0005,0.068,70.113,18,33,0.53601,0.39382,0.05033,0.04846,0.71577,0.60119,0.067
73,150,8,1,1.8,0.5,0.0005,0.067,66.783,18,34,0.53601,0.39382,0.05033,0.04846,0.71577,0.60119,0.067
73,150,8,2,1.8,0.5,0.0005,0.07,63.633,17,35,0.53601,0.39382,0.05033,0.04846,0.71577,0.60119,0.067
73,150,8,4,1.8,0.5,0.0005,0.064,60.191,17,38,0.53601,0.5456,0.05033,0.05538,0.71577,0.9127,0.133
73,150,8,8,1.8,0.5,0.0005,0.063,56.016,17,45,0.53601,0.5456,0.05033,0.05538,0.71577,0.9127,0.133
73,150,8,16,1.8,0.5,0.0005,0.07,52.466,17,88,0.53601,0.5456,0.05033,0.0603,0.71577,0.91582,0.13
73,150,8,32,1.8,0.5,0.0005,0.072,47.607,18,95,0.53601,0.55733,0.05033,0.08263,0.71577,0.96711,0.148
73,150,8,64,1.8,0.5,0.0005,0.064,47.444,17,91,0.55287,0.56837,0.05825,0.11078,0.83036,0.99537,0.224
74,150,8,0,1.8,0.5,0.0005,0.059,49.571,15,39,0.44504,0.36509,0.06753,0.05653,0.73166,0.6336,0.255
74,150,8,1,1.8,0.5,0.0005,0.059,47.033,15,40,0.44504,0.36509,0.06753,0.05653,0.73166,0.6336,0.255
74,150,8,2,1.8,0.5,0.0005,0.054,46.377,14,42,0.44504,0.36509,0.06753,0.05653,0.73166,0.6336,0.255
74,150,8,4,1.8,0.5,0.0005,0.062,44.587,15,48,0.44504,0.36509,0.06753,0.05653,0.73166,0.6336,0.255
74,150,8,8,1.8,0.5,0.0005,0.053,42.903,14,83,0.44504,0.39493,0.06753,0.07513,0.73166,0.87041,0.412
74,150,8,16,1.8,0.5,0.0005,0.065,38.238,14,47,0.44504,0.39978,0.06753,0.07954,0.73166,0.88064,0.415
74,150,8,32,1.8,0.5,0.0005,0.054,36.715,14,55,0.44504,0.438,0.06753,0.08809,0.73166,0.95833,0.491
74,150,8,64,1.8,0.5,0.0005,0.07,43.546,18,141,0.44504,0.48971,0.06753,0.13732,0.73166,0.99603,0.449
75,150,8,0,1.8,0.5,0.0005,0.075,55.07,19,31,0.36831,0.42185,0.05836,0.05313,0.65608,0.61453,0.191
75,150,8,1,1.8,0.5,0.0005,0.072,53.087,19,32,0.36831,0.42185,0.06031,0.05313,0.6926,0.61453,0.188
75,150,8,2,1.8,0.5,0.0005,0.071,50.949,19,33,0.36831,0.42185,0.06031,0.05313,0.6926,0.61453,0.188
75,150,8,4,1.8,0.5,0.0005,0.072,47.925,18,41,0.36831,0.42185,0.06031,0.05313,0.6926,0.61453,0.188
75,150,8,8,1.8,0.5,0.0005,0.06,45.684,16,67,0.4648,0.43703,0.08388,0.06882,0.95625,0.89662,0.3
75,150,8,16,1.8,0.5,0.0005,0.062,44.196,16,171,0.4648,0.43703,0.08388,0.07084,0.95625,0.89927,0.295
75,150,8,32,1.8,0.5,0.0005,0.052,40.737,14,63,0.47336,0.45213,0.0893,0.08345,0.96023,0.92778,0.369
75,150,8,64,1.8,0.5,0.0005,0.072,40.131,18,67,0.49662,0.48613,0.10392,0.12235,0.98529,0.98077,0.365
76,150,8,0,1.8,0.5,0.0005,0.088,61.38,22,30,0.35943,0.44387,0.0585,0.05414,0.66633,0.68697,0.078
76,150,8,1,1.8,0.5,0.0005,0.085,58.23,21,30,0.35943,0.44387,0.0585,0.05414,0.66633,0.68697,0.078
76,150,8,2,1.8,0.5,0.0005,0.082,56.607,21,31,0.46006,0.44387,0.07119,0.05414,0.90116,0.68697,0.132
76,150,8,4,1.8,0.5,0.0005,0.088,53.613,21,33,0.46006,0.44387,0.07119,0.05414,0.90116,0.68697,0.132
76,150,8,8,1.8,0.5,0.0005,0.076,49.678,18,49,0.4924,0.44387,0.08894,0.05414,0.94118,0.68697,0.149
76,150,8,16,1.8,0.5,0.0005,0.074,46.075,19,51,0.4924,0.46072,0.08894,0.06807,0.94118,0.83449,0.195
76,150,8,32,1.8,0.5,0.0005,0.084,43.134,21,115,0.49829,0.46072,0.09889,0.07074,0.94643,0.87415,0.21
76,150,8,64,1.8,0.5,0.0005,0.067,48.506,17,68,0.51821,0.51748,0.11849,0.11485,0.98913,1.0,0.448
77,150,8,0,1.8,0.5,0.0005,0.068,58.71,18,36,0.57966,0.54323,0.07682,0.04327,0.90789,0.65747,0.277
77,150,8,1,1.8,0.5,0.0005,0.064,56.287,17,37,0.57966,0.54323,0.07682,0.04327,0.90789,0.65747,0.277
77,150,8,2,1.8,0.5,0.0005,0.069,54.237,17,37,0.57966,0.54323,0.07682,0.04327,0.90789,0.65747,0.277
77,150,8,4,1.8,0.5,0.0005,0.056,51.68,15,40,0.57966,0.54323,0.07764,0.04327,0.91667,0.65747,0.298
77,150,8,8,1.8,0.5,0.0005,0.06,48.077,16,79,0.57966,0.56528,0.07764,0.05844,0.91667,0.82759,0.447
77,150,8,16,1.8,0.5,0.0005,0.11,47.263,29,167,0.58013,0.56528,0.08319,0.05844,0.92262,0.82759,0.511
77,150,8,32,1.8,0.5,0.0005,0.08,43.996,21,130,0.58576,0.5685,0.09033,0.07319,0.92935,0.93304,0.509
77,150,8,64,1.8,0.5,0.0005,0.053,42.465,14,80,0.58576,0.59025,0.09033,0.11856,0.92935,1.0,0.514
78,150,8,0,1.8,0.5,0.0005,0.066,71.145,17,31,0.50999,0.52151,0.03694,0.03744,0.59938,0.58929,0.607
78,150,8,1,1.8,0.5,0.0005,0.065,66.981,16,30,0.50999,0.52151,0.03694,0.03744,0.59938,0.58929,0.607
78,150,8,2,1.8,0.5,0.0005,0.066,64.935,17,30,0.50999,0.52151,0.03694,0.03744,0.59938,0.58929,0.607
78,150,8,4,1.8,0.5,0.0005,0.062,62.091,16,29,0.50999,0.52151,0.03694,0.03744,0.59938,0.58929,0.607
78,150,8,8,1.8,0.5,0.0005,0.067,57.265,17,37,0.50999,0.52151,0.03694,0.03744,0.59938,0.58929,0.607
78,150,8,16,1.8,0.5,0.0005,0.066,54.177,17,42,0.50999,0.52151,0.03694,0.04615,0.59938,0.74571,0.548
78,150,8,32,1.8,0.5,0.0005,0.054,59.791,14,235,0.55281,0.5633,0.06247,0.0929,0.95833,1.0,0.475
78,150,8,64,1.8,0.5,0.0005,0.054,53.021,14,61,0.55281,0.56556,0.06247,0.10966,0.95833,1.0,0.441
79,150,8,0,1.8,0.5,0.0005,0.061,61.017,16,34,0.53061,0.41494,0.04827,0.04388,0.69951,0.60714,0.325
79,150,8,1,1.8,0.5,0.0005,0.062,58.865,15,35,0.53061,0.41494,0.04827,0.04388,0.69951,0.60714,0.325
79,150,8,2,1.8,0.5,0.0005,0.067,56.781,15,35,0.53061,0.41494,0.04827,0.04388,0.69951,0.60714,0.325
79,150,8,4,1.8,0.5,0.0005,0.059,55.187,15,38,0.53061,0.41494,0.04827,0.04388,0.69951,0.60714,0.325
79,150,8,8,1.8,0.5,0.0005,0.052,53.399,14,48,0.53061,0.41494,0.04827,0.04388,0.69951,0.60714,0.325
79,150,8,16,1.8,0.5,0.0005,0.054,50.671,14,76,0.53061,0.52764,0.04827,0.06508,0.69951,0.89391,0.37
79,150,8,32,1.8,0.5,0.0005,0.056,49.765,14,78,0.53061,0.56236,0.04827,0.07781,0.69951,0.9939,0.4
79,150,8,64,1.8,0.5,0.0005,0.054,55.134,14,118,0.53061,0.56453,0.04827,0.09437,0.69951,0.9951,0.333
80,150,8,0,1.8,0.5,0.0005,0.066,68.926,17,34,0.49616,0.46647,0.05412,0.05544,0.70357,0.65944,0.349
80,150,8,1,1.8,0.5,0.0005,0.065,65.746,17,36,0.49616,0.46647,0.05412,0.05544,0.70357,0.65944,0.349
80,150,8,2,1.8,0.5,0.0005,0.065,65.491,17,40,0.49616,0.46647,0.05412,0.05544,0.70357,0.65944,0.349
80,150,8,4,1.8,0.5,0.0005,0.065,63.084,16,68,0.49616,0.49816,0.05412,0.06933,0.70357,0.92857,0.3
80,150,8,8,1.8,0.5,0.0005,0.066,66.209,17,38,0.49616,0.49816,0.05412,0.06933,0.70357,0.92857,0.3
80,150,8,16,1.8,0.5,0.0005,0.071,53.827,16,36,0.51801,0.49816,0.06283,0.06933,0.82254,0.92857,0.288
80,150,8,32,1.8,0.5,0.0005,0.065,55.31,17,242,0.53912,0.51945,0.07641,0.08103,0.90541,0.96154,0.31
80,150,8,64,1.8,0.5,0.0005,0.064,52.914,16,65,0.53912,0.55562,0.07641,0.11769,0.90541,1.0,0.338
81,150,8,0,1.8,0.5,0.0005,0.061,50.221,16,35,0.69678,0.70154,0.02772,0.02717,0.65179,0.63393,0.455
81,150,8,1,1.8,0.5,0.0005,0.066,48.337,16,37,0.69678,0.70154,0.02772,0.02717,0.65179,0.63393,0.455
81,150,8,2,1.8,0.5,0.0005,0.066,47.79,16,42,0.69678,0.70154,0.02772,0.02717,0.65179,0.63393,0.455
81,150,8,4,1.8,0.5,0.0005,0.06,46.003,16,104,0.69678,0.72776,0.02772,0.0332,0.65179,0.87218,0.4
81,150,8,8,1.8,0.5,0.0005,0.068,43.747,18,45,0.69678,0.72776,0.02772,0.0332,0.65179,0.87218,0.4
81,150,8,16,1.8,0.5,0.0005,0.093,42.384,23,41,0.7007,0.72776,0.03001,0.0332,0.72817,0.87218,0.48
81,150,8,32,1.8,0.5,0.0005,0.067,45.163,16,211,0.73289,0.73704,0.0377,0.04349,0.88799,0.94286,0.621
81,150,8,64,1.8,0.5,0.0005,0.053,42.567,14,64,0.73725,0.73704,0.04373,0.06007,0.93286,0.98485,0.568
82,150,8,0,1.8,0.5,0.0005,0.071,63.209,17,37,0.40512,0.40623,0.06401,0.05661,0.69147,0.64055,0.264
82,150,8,1,1.8,0.5,0.0005,0.069,58.935,17,40,0.40512,0.40623,0.06401,0.05661,0.69147,0.64055,0.264
82,150,8,2,1.8,0.5,0.0005,0.067,56.482,17,43,0.40512,0.40623,0.06401,0.05661,0.69147,0.64055,0.264
82,150,8,4,1.8,0.5,0.0005,0.061,54.634,16,53,0.40512,0.40623,0.06401,0.05661,0.69147,0.64055,0.264
82,150,8,8,1.8,0.5,0.0005,0.062,53.13,16,109,0.40512,0.40623,0.06401,0.05661,0.69147,0.64055,0.264
82,150,8,16,1.8,0.5,0.0005,0.06,49.771,15,67,0.40512,0.41394,0.06401,0.06775,0.69147,0.84244,0.25
82,150,8,32,1.8,0.5,0.0005,0.062,48.789,16,173,0.40512,0.44416,0.06401,0.09565,0.69147,0.97917,0.2
82,150,8,64,1.8,0.5,0.0005,0.071,50.739,16,142,0.44304,0.45484,0.07636,0.11807,0.84669,0.9959,0.275
83,150,8,0,1.8,0.5,0.0005,0.063,56.891,16,40,0.45639,0.42962,0.05697,0.04528,0.69704,0.60893,0.256
83,150,8,1,1.8,0.5,0.0005,0.068,54.945,16,39,0.45639,0.42962,0.05697,0.04528,0.69704,0.60893,0.256
83,150,8,2,1.8,0.5,0.0005,0.062,54.428,16,49,0.45639,0.42962,0.05697,0.05044,0.69704,0.66837,0.25
83,150,8,4,1.8,0.5,0.0005,0.056,52.469,15,40,0.45639,0.42962,0.05697,0.05348,0.69704,0.70617,0.244
83,150,8,8,1.8,0.5,0.0005,0.062,49.197,15,41,0.45639,0.42962,0.05697,0.05348,0.69704,0.70617,0.244
83,150,8,16,1.8,0.5,0.0005,0.056,46.822,15,81,0.45639,0.44975,0.05697,0.06868,0.69704,0.89063,0.356
83,150,8,32,1.8,0.5,0.0005,0.06,51.009,16,99,0.46657,0.47437,0.07662,0.1061,0.8703,1.0,0.275
83,150,8,64,1.8,0.5,0.0005,0.072,48.366,19,84,0.46657,0.50044,0.07662,0.13388,0.8703,1.0,0.224
84,150,8,0,1.8,0.5,0.0005,0.064,51.338,17,29,0.71703,0.71505,0.03074,0.02861,0.68277,0.67857,0.435
84,150,8,1,1.8,0.5,0.0005,0.061,49.15,16,30,0.71703,0.71505,0.03074,0.02861,0.68277,0.67857,0.435
84,150,8,2,1.8,0.5,0.0005,0.059,46.844,16,33,0.71703,0.71505,0.03074,0.02861,0.68277,0.67857,0.435
84,150,8,4,1.8,0.5,0.0005,0.059,46.094,16,103,0.71703,0.72222,0.03074,0.03456,0.68277,0.85526,0.385
84,150,8,8,1.8,0.5,0.0005,0.066,44.67,18,64,0.71703,0.72707,0.03213,0.03574,0.72932,0.90476,0.481
84,150,8,16,1.8,0.5,0.0005,0.051,42.113,14,45,0.71703,0.72707,0.03826,0.03574,0.82313,0.90476,0.556
84,150,8,32,1.8,0.5,0.0005,0.078,40.072,21,40,0.72236,0.72707,0.04305,0.03574,0.90994,0.90476,0.571
84,150,8,64,1.8,0.5,0.0005,0.066,41.411,17,72,0.72236,0.72913,0.04305,0.05509,0.90994,0.96774,0.5
85,150,8,0,1.8,0.5,0.0005,0.061,80.656,16,27,0.6049,0.6032,0.03892,0.03495,0.65226,0.63158,0.583
85,150,8,1,1.8,0.5,0.0005,0.062,76.053,15,28,0.6049,0.6032,0.03892,0.03495,0.65226,0.63158,0.583
85,150,8,2,1.8,0.5,0.0005,0.065,72.548,16,28,0.6049,0.6032,0.03892,0.03495,0.65226,0.63158,0.583
85,150,8,4,1.8,0.5,0.0005,0.059,70.265,15,28,0.6049,0.6032,0.03892,0.03495,0.65226,0.63158,0.583
85,150,8,8,1.8,0.5,0.0005,0.068,65.448,17,35,0.6049,0.6032,0.03892,0.03495,0.65226,0.63158,0.583
85,150,8,16,1.8,0.5,0.0005,0.054,60.76,13,80,0.6049,0.6032,0.0403,0.04641,0.72857,0.86161,0.517
85,150,8,32,1.8,0.5,0.0005,0.054,57.332,13,53,0.6049,0.60791,0.04303,0.05451,0.84014,0.94643,0.69
85,150,8,64,1.8,0.5,0.0005,0.053,63.509,14,276,0.60537,0.61776,0.04458,0.08033,0.85404,0.98889,0.447
86,150,8,0,1.8,0.5,0.0005,0.082,80.208,21,29,0.52473,0.50097,0.05684,0.04673,0.71429,0.6511,0.238
86,150,8,1,1.8,0.5,0.0005,0.084,75.263,21,29,0.52473,0.50097,0.05684,0.04673,0.71429,0.6511,0.238
86,150,8,2,1.8,0.5,0.0005,0.085,71.333,22,29,0.52473,0.50097,0.05684,0.04673,0.71429,0.6511,0.238
86,150,8,4,1.8,0.5,0.0005,0.089,69.573,23,29,0.52473,0.50097,0.05684,0.04673,0.71429,0.6511,0.238
86,150,8,8,1.8,0.5,0.0005,0.096,64.048,25,34,0.52473,0.50097,0.05684,0.04673,0.71429,0.6511,0.238
86,150,8,16,1.8,0.5,0.0005,0.077,60.254,20,48,0.53792,0.52851,0.07433,0.06019,0.90541,0.90323,0.308
86,150,8,32,1.8,0.5,0.0005,0.069,57.398,18,111,0.53792,0.54965,0.07433,0.0815,0.90541,0.96512,0.311
86,150,8,64,1.8,0.5,0.0005,0.061,54.887,16,143,0.56952,0.56072,0.09147,0.10004,0.97826,0.97596,0.463
87,150,8,0,1.8,0.5,0.0005,0.063,59.264,16,30,0.49956,0.49888,0.04151,0.03896,0.62422,0.60227,0.286
87,150,8,1,1.8,0.5,0.0005,0.064,55.41,16,30,0.49956,0.49888,0.04151,0.03896,0.62422,0.60227,0.286
87,150,8,2,1.8,0.5,0.0005,0.057,54.1,15,30,0.49956,0.49888,0.04151,0.03896,0.62422,0.60227,0.286
87,150,8,4,1.8,0.5,0.0005,0.062,51.665,15,32,0.49956,0.49888,0.04151,0.03896,0.62422,0.60227,0.286
87,150,8,8,1.8,0.5,0.0005,0.057,49.47,15,119,0.49956,0.50873,0.04151,0.04717,0.62422,0.79533,0.256
87,150,8,16,1.8,0.5,0.0005,0.069,46.645,17,68,0.49956,0.53612,0.04151,0.06324,0.62422,0.92542,0.357
87,150,8,32,1.8,0.5,0.0005,0.076,45.368,19,89,0.49956,0.5433,0.04151,0.0769,0.62422,0.9881,0.413
87,150,8,64,1.8,0.5,0.0005,0.07,45.095,17,53,0.5359,0.56273,0.05539,0.11707,0.90126,1.0,0.485
88,150,8,0,1.8,0.5,0.0005,0.065,92.517,17,42,0.66808,0.66879,0.03634,0.03213,0.68929,0.65675,0.462
88,150,8,1,1.8,0.5,0.0005,0.065,88.461,16,42,0.66808,0.66879,0.03822,0.03213,0.7517,0.65675,0.444
88,150,8,2,1.8,0.5,0.0005,0.062,86.683,16,43,0.66808,0.66879,0.03822,0.03213,0.7517,0.65675,0.444
88,150,8,4,1.8,0.5,0.0005,0.061,85.279,16,44,0.66808,0.67498,0.03822,0.04214,0.7517,0.85119,0.364
88,150,8,8,1.8,0.5,0.0005,0.075,82.99,17,57,0.66808,0.67498,0.03822,0.04214,0.7517,0.85119,0.364
88,150,8,16,1.8,0.5,0.0005,0.064,86.042,17,40,0.66808,0.67936,0.03822,0.04523,0.7517,0.90344,0.455
88,150,8,32,1.8,0.5,0.0005,0.059,83.183,14,56,0.6777,0.67936,0.0434,0.04925,0.87798,0.92219,0.486
88,150,8,64,1.8,0.5,0.0005,0.065,80.796,17,58,0.68272,0.6947,0.05278,0.08261,0.93966,1.0,0.6
89,150,8,0,1.8,0.5,0.0005,0.07,77.779,18,30,0.7664,0.77253,0.01983,0.02138,0.65238,0.60491,0.348
89,150,8,1,1.8,0.5,0.0005,0.075,76.629,18,31,0.7664,0.77253,0.01983,0.02138,0.65238,0.60491,0.348
89,150,8,2,1.8,0.5,0.0005,0.071,75.93,19,31,0.7664,0.77253,0.01983,0.02138,0.65238,0.60491,0.348
89,150,8,4,1.8,0.5,0.0005,0.087,74.865,21,33,0.7664,0.77253,0.01983,0.02138,0.65238,0.60491,0.348
89,150,8,8,1.8,0.5,0.0005,0.057,74.242,14,45,0.77454,0.77253,0.02327,0.02138,0.78151,0.60491,0.32
89,150,8,16,1.8,0.5,0.0005,0.055,73.328,14,134,0.77454,0.77647,0.02327,0.03305,0.78151,0.96739,0.333
89,150,8,32,1.8,0.5,0.0005,0.055,66.244,15,46,0.77454,0.77647,0.02327,0.03443,0.78151,0.96875,0.367
89,150,8,64,1.8,0.5,0.0005,0.061,59.562,16,83,0.77514,0.78902,0.0281,0.04744,0.89107,1.0,0.474
90,150,8,0,1.8,0.5,0.0005,0.073,66.362,19,33,0.71146,0.6858,0.03582,0.03128,0.72556,0.67177,0.333
90,150,8,1,1.8,0.5,0.0005,0.064,62.693,17,36,0.71146,0.6858,0.03896,0.03128,0.77857,0.67177,0.323
90,150,8,2,1.8,0.5,0.0005,0.067,60.348,17,45,0.71146,0.6858,0.04078,0.03128,0.84524,0.67177,0.355
90,150,8,4,1.8,0.5,0.0005,0.067,59.059,17,34,0.71146,0.70929,0.04078,0.03701,0.84524,0.89583,0.324
90,150,8,8,1.8,0.5,0.0005,0.063,56.473,16,34,0.71146,0.70929,0.04078,0.03701,0.84524,0.89583,0.324
90,150,8,16,1.8,0.5,0.0005,0.071,52.685,19,63,0.71146,0.70929,0.04078,0.03701,0.84524,0.89583,0.324
90,150,8,32,1.8,0.5,0.0005,0.075,46.58,18,127,0.71146,0.70929,0.04078,0.04258,0.84524,0.92593,0.333
90,150,8,64,1.8,0.5,0.0005,0.087,47.86,23,61,0.71146,0.73364,0.04272,0.06919,0.86364,1.0,0.378
91,150,8,0,1.8,0.5,0.0005,0.068,84.751,17,34,0.50881,0.47831,0.05593,0.04801,0.72857,0.62714,0.41
91,150,8,1,1.8,0.5,0.0005,0.067,80.306,17,36,0.50881,0.47831,0.05593,0.04801,0.72857,0.62714,0.41
91,150,8,2,1.8,0.5,0.0005,0.074,78.338,17,42,0.51074,0.47831,0.06108,0.04801,0.77597,0.62714,0.381
91,150,8,4,1.8,0.5,0.0005,0.061,75.522,16,93,0.51074,0.49949,0.06108,0.05516,0.77597,0.79187,0.476
91,150,8,8,1.8,0.5,0.0005,0.059,69.346,14,45,0.51343,0.49949,0.06395,0.05516,0.83433,0.79187,0.444
91,150,8,16,1.8,0.5,0.0005,0.054,65.119,14,54,0.51343,0.49949,0.06395,0.05668,0.83433,0.81912,0.426
91,150,8,32,1.8,0.5,0.0005,0.059,63.948,14,101,0.51343,0.52666,0.06395,0.08482,0.83433,0.96196,0.323
91,150,8,64,1.8,0.5,0.0005,0.054,61.542,14,80,0.52992,0.53948,0.08152,0.11382,0.91667,1.0,0.309
92,150,8,0,1.8,0.5,0.0005,0.075,61.911,19,45,0.46281,0.46636,0.05054,0.04525,0.67113,0.63149,0.353
92,150,8,1,1.8,0.5,0.0005,0.072,59.387,18,97,0.46281,0.5473,0.05054,0.05681,0.67113,0.93519,0.308
92,150,8,2,1.8,0.5,0.0005,0.071,60.422,18,117,0.46281,0.5473,0.05054,0.05681,0.67113,0.93519,0.308
92,150,8,4,1.8,0.5,0.0005,0.093,64.641,17,48,0.46281,0.5473,0.05054,0.05681,0.67113,0.93519,0.308
92,150,8,8,1.8,0.5,0.0005,0.081,63.333,17,37,0.46281,0.5473,0.05054,0.05681,0.67113,0.93519,0.308
92,150,8,16,1.8,0.5,0.0005,0.092,57.361,18,58,0.46281,0.55565,0.05285,0.05986,0.71714,0.94167,0.279
92,150,8,32,1.8,0.5,0.0005,0.086,55.051,18,47,0.46281,0.5557,0.05285,0.07059,0.71714,0.95588,0.283
92,150,8,64,1.8,0.5,0.0005,0.107,57.766,21,80,0.53661,0.55856,0.06673,0.10341,0.9375,0.99519,0.355
93,150,8,0,1.8,0.5,0.0005,0.09,73.368,18,38,0.50344,0.45382,0.06173,0.05212,0.73469,0.66709,0.212
93,150,8,1,1.8,0.5,0.0005,0.085,72.202,18,39,0.50344,0.45382,0.06173,0.05212,0.73469,0.66709,0.212
93,150,8,2,1.8,0.5,0.0005,0.112,73.191,17,44,0.50344,0.45382,0.06173,0.05212,0.73469,0.66709,0.212
93,150,8,4,1.8,0.5,0.0005,0.083,67.327,17,48,0.50344,0.45384,0.06173,0.05372,0.73469,0.70595,0.25
93,150,8,8,1.8,0.5,0.0005,0.084,57.997,17,51,0.50344,0.45384,0.06173,0.05372,0.73469,0.70595,0.25
93,150,8,16,1.8,0.5,0.0005,0.078,57.83,16,62,0.50344,0.46751,0.06173,0.07355,0.73469,0.8668,0.263
93,150,8,32,1.8,0.5,0.0005,0.082,57.102,17,131,0.50344,0.50961,0.06173,0.09216,0.73469,0.93769,0.367
93,150,8,64,1.8,0.5,0.0005,0.086,53.066,17,74,0.50344,0.56168,0.06173,0.11603,0.73469,0.98305,0.382
94,150,8,0,1.8,0.5,0.0005,0.078,70.43,17,41,0.60583,0.59686,0.03885,0.03867,0.66429,0.66165,0.56
94,150,8,1,1.8,0.5,0.0005,0.099,66.318,18,36,0.60583,0.59686,0.03885,0.03867,0.66429,0.66165,0.56
