i,size_grid,nb_srcs,alpha,mu,decay,epsilon,time_sp,time_bio,n_steps_sp,n_steps_bio,perf_sp,perf_bio,cost_sp,cost_bio,ft_sp,ft_bio,diffset
41,150,8,32,1.8,0.5,0.0005,0.05,80.228,13,36,0.7705,0.77248,0.04197,0.05353,0.85093,0.94285,0.444
41,150,8,64,1.8,0.5,0.0005,0.072,68.11,14,47,0.7705,0.77248,0.04197,0.05531,0.85093,0.95456,0.421
42,150,8,0,1.8,0.5,0.0005,0.078,85.57,16,36,0.83835,0.84023,0.04303,0.03985,0.87155,0.8659,0.27
42,150,8,1,1.8,0.5,0.0005,0.072,79.612,16,36,0.83835,0.84023,0.04303,0.03985,0.87155,0.8659,0.27
42,150,8,2,1.8,0.5,0.0005,0.075,74.776,16,36,0.84125,0.84023,0.04772,0.03985,0.92832,0.8659,0.351
42,150,8,4,1.8,0.5,0.0005,0.075,74.143,16,36,0.84125,0.84023,0.04772,0.03985,0.92832,0.8659,0.351
42,150,8,8,1.8,0.5,0.0005,0.072,71.994,15,37,0.84125,0.84023,0.04772,0.03985,0.92832,0.8659,0.351
42,150,8,16,1.8,0.5,0.0005,0.065,68.162,14,41,0.84125,0.84023,0.04772,0.03985,0.92832,0.8659,0.351
42,150,8,32,1.8,0.5,0.0005,0.064,69.481,14,45,0.84125,0.84959,0.04772,0.05145,0.92832,0.99141,0.333
42,150,8,64,1.8,0.5,0.0005,0.102,66.056,14,50,0.84393,0.85085,0.05837,0.05605,0.99903,0.99713,0.467
43,150,8,0,1.8,0.5,0.0005,0.065,62.491,14,32,0.82484,0.8261,0.03051,0.03171,0.81945,0.77741,0.545
43,150,8,1,1.8,0.5,0.0005,0.066,60.605,15,30,0.83818,0.8261,0.047,0.03171,0.97151,0.77741,0.536
43,150,8,2,1.8,0.5,0.0005,0.072,59.054,15,30,0.83818,0.8261,0.047,0.03171,0.97151,0.77741,0.536
43,150,8,4,1.8,0.5,0.0005,0.064,58.174,15,33,0.83818,0.8261,0.047,0.03171,0.97151,0.77741,0.536
43,150,8,8,1.8,0.5,0.0005,0.078,57.547,16,52,0.83818,0.83255,0.04948,0.0348,0.97362,0.92268,0.567
43,150,8,16,1.8,0.5,0.0005,0.078,56.102,15,33,0.83818,0.83255,0.04948,0.0348,0.97362,0.92268,0.567
43,150,8,32,1.8,0.5,0.0005,0.065,54.295,15,30,0.83818,0.83255,0.04948,0.0364,0.97362,0.92636,0.6
43,150,8,64,1.8,0.5,0.0005,0.056,55.789,13,47,0.83818,0.83669,0.04948,0.0425,0.97362,0.95859,0.613
44,150,8,0,1.8,0.5,0.0005,0.077,71.55,16,35,0.69224,0.6631,0.0447,0.04406,0.77889,0.73061,0.552
44,150,8,1,1.8,0.5,0.0005,0.068,69.901,15,36,0.69224,0.6631,0.0447,0.04406,0.77889,0.73061,0.552
44,150,8,2,1.8,0.5,0.0005,0.067,69.995,16,37,0.69224,0.6631,0.0447,0.04406,0.77889,0.73061,0.552
44,150,8,4,1.8,0.5,0.0005,0.064,67.39,15,40,0.69441,0.6631,0.04699,0.04406,0.80065,0.73061,0.516
44,150,8,8,1.8,0.5,0.0005,0.064,66.067,15,33,0.69441,0.7016,0.04699,0.05521,0.80065,0.93634,0.432
44,150,8,16,1.8,0.5,0.0005,0.074,56.435,15,41,0.69441,0.7016,0.04699,0.05933,0.80065,0.97244,0.421
44,150,8,32,1.8,0.5,0.0005,0.069,51.641,16,57,0.69441,0.7016,0.04699,0.0639,0.80065,0.97428,0.4
44,150,8,64,1.8,0.5,0.0005,0.068,50.695,16,78,0.69441,0.70248,0.04699,0.0741,0.80065,0.99636,0.364
45,150,8,0,1.8,0.5,0.0005,0.064,74.361,15,35,0.73663,0.73184,0.0433,0.04469,0.80343,0.80791,0.643
45,150,8,1,1.8,0.5,0.0005,0.063,70.478,14,34,0.73663,0.73184,0.0433,0.04469,0.80343,0.80791,0.643
45,150,8,2,1.8,0.5,0.0005,0.064,68.404,14,34,0.73663,0.73184,0.0433,0.04469,0.80343,0.80791,0.643
45,150,8,4,1.8,0.5,0.0005,0.061,66.228,14,34,0.73663,0.73184,0.0433,0.04469,0.80343,0.80791,0.643
45,150,8,8,1.8,0.5,0.0005,0.073,63.44,15,35,0.73663,0.73184,0.0433,0.04469,0.80343,0.80791,0.643
45,150,8,16,1.8,0.5,0.0005,0.056,61.37,13,37,0.75139,0.74602,0.05227,0.05145,0.91226,0.89765,0.636
45,150,8,32,1.8,0.5,0.0005,0.074,63.469,13,44,0.75139,0.74602,0.05227,0.05145,0.91226,0.89765,0.636
45,150,8,64,1.8,0.5,0.0005,0.065,57.681,13,73,0.75139,0.74602,0.05227,0.05833,0.91226,0.91596,0.6
46,150,8,0,1.8,0.5,0.0005,0.072,61.337,15,31,0.74695,0.74018,0.046,0.04533,0.76779,0.75917,0.531
46,150,8,1,1.8,0.5,0.0005,0.081,57.862,16,32,0.74695,0.74018,0.0488,0.04533,0.83194,0.75917,0.515
46,150,8,2,1.8,0.5,0.0005,0.06,56.398,15,31,0.74695,0.74018,0.0488,0.04533,0.83194,0.75917,0.515
46,150,8,4,1.8,0.5,0.0005,0.055,52.52,15,33,0.74695,0.74018,0.0488,0.04533,0.83194,0.75917,0.515
46,150,8,8,1.8,0.5,0.0005,0.062,51.446,14,39,0.74695,0.74018,0.0488,0.04533,0.83194,0.75917,0.515
46,150,8,16,1.8,0.5,0.0005,0.068,49.417,15,76,0.74695,0.74018,0.0488,0.04533,0.83194,0.75917,0.515
46,150,8,32,1.8,0.5,0.0005,0.07,44.391,16,31,0.7476,0.74149,0.0591,0.04638,0.88005,0.79399,0.436
46,150,8,64,1.8,0.5,0.0005,0.058,44.087,14,73,0.7476,0.75036,0.0591,0.0844,0.88005,0.98554,0.316
47,150,8,0,1.8,0.5,0.0005,0.058,67.096,13,29,0.76224,nan,0.06271,0.04571,0.91262,0.78627,0.333
47,150,8,1,1.8,0.5,0.0005,0.053,63.891,13,29,0.76224,0.75961,0.06271,0.06124,0.91262,0.83639,0.292
47,150,8,2,1.8,0.5,0.0005,0.062,64.146,13,29,0.76224,0.75961,0.06271,0.06124,0.91262,0.83639,0.292
47,150,8,4,1.8,0.5,0.0005,0.056,60.477,13,31,0.76224,0.75961,0.06271,0.06124,0.91262,0.83639,0.292
47,150,8,8,1.8,0.5,0.0005,0.057,57.51,13,59,0.76224,0.75961,0.06271,0.06313,0.91262,0.89055,0.286
47,150,8,16,1.8,0.5,0.0005,0.058,50.111,13,37,0.76224,0.76019,0.06271,0.07408,0.91262,0.93478,0.367
47,150,8,32,1.8,0.5,0.0005,0.071,48.852,14,47,0.76224,0.76698,0.06271,0.09671,0.91262,0.99137,0.333
47,150,8,64,1.8,0.5,0.0005,0.074,45.478,15,80,0.76224,0.76698,0.06271,0.10752,0.91262,0.99245,0.299
48,150,8,0,1.8,0.5,0.0005,0.072,53.926,16,32,0.71236,0.64978,0.05033,0.05186,0.7982,0.76008,0.311
48,150,8,1,1.8,0.5,0.0005,0.072,52.143,16,33,0.71236,0.64978,0.05033,0.05186,0.7982,0.76008,0.311
48,150,8,2,1.8,0.5,0.0005,0.069,50.015,16,35,0.71236,0.65065,0.05033,0.05479,0.7982,0.77587,0.298
48,150,8,4,1.8,0.5,0.0005,0.07,47.387,16,51,0.71236,0.65065,0.05033,0.05479,0.7982,0.77587,0.298
48,150,8,8,1.8,0.5,0.0005,0.073,46.845,16,29,0.71236,0.72549,0.05033,0.06799,0.7982,0.97707,0.308
48,150,8,16,1.8,0.5,0.0005,0.085,49.199,19,32,0.71236,0.72549,0.05033,0.06799,0.7982,0.97707,0.308
48,150,8,32,1.8,0.5,0.0005,0.067,39.674,16,72,0.72511,0.72549,0.0582,0.07755,0.89775,0.97957,0.345
48,150,8,64,1.8,0.5,0.0005,0.047,40.853,13,48,0.73587,0.73384,0.06821,0.09313,0.96508,0.98259,0.446
49,150,8,0,1.8,0.5,0.0005,0.064,102.1,15,32,0.76975,0.7677,0.06094,0.05455,0.91492,0.85601,0.78
49,150,8,1,1.8,0.5,0.0005,0.059,94.253,15,33,0.76975,0.7677,0.06094,0.05455,0.91492,0.85601,0.78
49,150,8,2,1.8,0.5,0.0005,0.057,87.943,15,35,0.76975,0.7677,0.06094,0.05455,0.91492,0.85601,0.78
49,150,8,4,1.8,0.5,0.0005,0.055,85.57,15,37,0.76975,0.7677,0.06094,0.05585,0.91492,0.87634,0.744
49,150,8,8,1.8,0.5,0.0005,0.074,85.19,15,36,0.76975,0.7677,0.06094,0.05585,0.91492,0.87634,0.744
49,150,8,16,1.8,0.5,0.0005,0.054,83.59,15,38,0.76975,0.76805,0.06094,0.06459,0.91492,0.93675,0.778
49,150,8,32,1.8,0.5,0.0005,0.062,74.489,15,56,0.76975,0.77003,0.06094,0.07172,0.91492,0.95023,0.804
49,150,8,64,1.8,0.5,0.0005,0.054,62.055,15,52,0.76975,0.7761,0.06094,0.08511,0.91492,0.98357,0.712
50,150,8,0,1.8,0.5,0.0005,0.063,83.383,16,43,0.62887,0.63155,0.05002,0.04683,0.77733,0.76389,0.68
50,150,8,1,1.8,0.5,0.0005,0.101,86.189,15,46,0.62887,0.63155,0.05002,0.04683,0.77733,0.76389,0.68
50,150,8,2,1.8,0.5,0.0005,0.068,87.035,15,49,0.62887,0.63155,0.05002,0.04683,0.77733,0.76389,0.68
50,150,8,4,1.8,0.5,0.0005,0.055,76.855,15,59,0.62887,0.63155,0.05002,0.04683,0.77733,0.76389,0.68
50,150,8,8,1.8,0.5,0.0005,0.062,90.466,15,86,0.62887,0.63155,0.05002,0.05019,0.77733,0.81073,0.72
50,150,8,16,1.8,0.5,0.0005,0.073,70.779,13,80,0.63742,0.63155,0.05569,0.05019,0.86389,0.81073,0.8
50,150,8,32,1.8,0.5,0.0005,0.051,61.39,14,54,0.63742,0.63447,0.05569,0.07373,0.86389,0.94617,0.588
50,150,8,64,1.8,0.5,0.0005,0.063,59.563,15,93,0.63742,0.65243,0.05569,0.09385,0.86389,0.98158,0.5
51,150,8,0,1.8,0.5,0.0005,0.136,106.634,15,31,0.8155,0.80921,0.03751,0.03791,0.82298,0.7965,0.379
51,150,8,1,1.8,0.5,0.0005,0.132,102.078,15,31,0.8155,0.80921,0.03751,0.03791,0.82298,0.7965,0.379
51,150,8,2,1.8,0.5,0.0005,0.099,113.407,16,31,0.8155,0.80921,0.03751,0.03791,0.82298,0.7965,0.379
51,150,8,4,1.8,0.5,0.0005,0.129,114.576,16,31,0.8155,0.80921,0.03751,0.03791,0.82298,0.7965,0.379
51,150,8,8,1.8,0.5,0.0005,0.125,106.762,15,31,0.8155,0.80921,0.03751,0.03791,0.82298,0.7965,0.379
51,150,8,16,1.8,0.5,0.0005,0.107,101.0,14,32,0.81336,0.80921,0.03847,0.03791,0.82581,0.7965,0.577
51,150,8,32,1.8,0.5,0.0005,0.137,96.872,14,55,0.81336,0.80921,0.03847,0.03897,0.82581,0.83866,0.556
51,150,8,64,1.8,0.5,0.0005,0.118,103.695,14,59,0.8137,0.81611,0.03913,0.05286,0.83426,0.97426,0.514
52,150,8,0,1.8,0.5,0.0005,0.138,155.543,16,31,0.55888,0.5926,0.05831,0.05844,0.74193,0.74537,0.279
52,150,8,1,1.8,0.5,0.0005,0.121,116.678,15,31,0.55888,0.5926,0.05831,0.05844,0.74193,0.74537,0.279
52,150,8,2,1.8,0.5,0.0005,0.14,133.433,15,31,0.55888,0.5926,0.05831,0.05844,0.74193,0.74537,0.279
52,150,8,4,1.8,0.5,0.0005,0.134,128.832,15,32,0.55888,0.5926,0.05831,0.05844,0.74193,0.74537,0.279
52,150,8,8,1.8,0.5,0.0005,0.119,120.652,15,32,0.55888,0.5926,0.05831,0.05844,0.74193,0.74537,0.279
52,150,8,16,1.8,0.5,0.0005,0.12,108.429,15,94,0.56346,0.5926,0.06205,0.05844,0.75894,0.74537,0.341
52,150,8,32,1.8,0.5,0.0005,0.118,122.898,16,103,0.56346,0.60116,0.06205,0.08948,0.75894,0.9738,0.352
52,150,8,64,1.8,0.5,0.0005,0.118,97.959,15,74,0.58979,0.60747,0.07087,0.10242,0.86814,0.99009,0.349
53,150,8,0,1.8,0.5,0.0005,0.136,109.562,15,32,0.67111,0.64851,0.05423,0.05012,0.86082,0.78049,0.442
53,150,8,1,1.8,0.5,0.0005,0.178,104.61,17,32,0.64742,0.64851,0.04637,0.05012,0.77707,0.78049,0.487
53,150,8,2,1.8,0.5,0.0005,0.156,109.572,17,33,0.64742,0.64851,0.04637,0.05012,0.77707,0.78049,0.487
53,150,8,4,1.8,0.5,0.0005,0.161,83.461,16,34,0.64742,0.64851,0.04637,0.05012,0.77707,0.78049,0.487
53,150,8,8,1.8,0.5,0.0005,0.149,78.784,18,37,0.66988,0.64851,0.04726,0.05012,0.78092,0.78049,0.429
53,150,8,16,1.8,0.5,0.0005,0.093,87.752,14,62,0.68061,0.64926,0.0597,0.04965,0.93235,0.8509,0.348
53,150,8,32,1.8,0.5,0.0005,0.12,74.799,14,48,0.68061,0.67865,0.0597,0.06574,0.93235,0.96612,0.353
53,150,8,64,1.8,0.5,0.0005,0.141,83.8,17,133,0.68303,0.67865,0.06398,0.07524,0.93753,0.96951,0.407
54,150,8,0,1.8,0.5,0.0005,0.151,96.987,15,35,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,1,1.8,0.5,0.0005,0.126,88.944,15,34,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,2,1.8,0.5,0.0005,0.108,82.391,15,33,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,4,1.8,0.5,0.0005,0.129,85.243,15,34,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,8,1.8,0.5,0.0005,0.095,76.374,14,38,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,16,1.8,0.5,0.0005,0.121,72.163,14,69,0.68504,0.68268,0.04405,0.03903,0.78737,0.73117,0.75
54,150,8,32,1.8,0.5,0.0005,0.099,69.333,14,63,0.68504,0.68738,0.04405,0.05915,0.78737,0.94461,0.559
54,150,8,64,1.8,0.5,0.0005,0.135,68.275,18,55,0.68504,0.69299,0.04661,0.06927,0.79701,0.9799,0.513
55,150,8,0,1.8,0.5,0.0005,0.141,121.317,15,30,0.62072,0.61802,0.04693,0.04676,0.74857,0.74052,0.88
55,150,8,1,1.8,0.5,0.0005,0.106,111.871,15,30,0.62072,0.61802,0.04693,0.04676,0.74857,0.74052,0.88
55,150,8,2,1.8,0.5,0.0005,0.115,94.691,15,30,0.62072,0.61802,0.04782,0.04676,0.75223,0.74052,0.808
55,150,8,4,1.8,0.5,0.0005,0.144,101.987,15,32,0.62072,0.61802,0.04782,0.04676,0.75223,0.74052,0.808
55,150,8,8,1.8,0.5,0.0005,0.151,101.717,15,123,0.62072,0.61346,0.04782,0.04521,0.75223,0.73341,0.533
55,150,8,16,1.8,0.5,0.0005,0.117,87.54,15,40,0.62072,0.63687,0.04782,0.0565,0.75223,0.9451,0.677
55,150,8,32,1.8,0.5,0.0005,0.153,82.661,16,61,0.62072,0.64636,0.04782,0.06776,0.75223,0.95881,0.553
55,150,8,64,1.8,0.5,0.0005,0.149,74.98,17,68,0.62072,0.65626,0.04782,0.09197,0.75223,0.98102,0.449
56,150,8,0,1.8,0.5,0.0005,0.151,120.348,16,30,0.90787,0.90759,0.03269,0.03351,0.88417,0.87719,0.522
56,150,8,1,1.8,0.5,0.0005,0.169,115.778,16,31,0.90027,0.89993,0.04399,0.04481,0.91503,0.91035,0.607
56,150,8,2,1.8,0.5,0.0005,0.123,102.031,15,35,0.90027,0.89993,0.04399,0.04504,0.91503,0.90821,0.552
56,150,8,4,1.8,0.5,0.0005,0.142,103.074,15,38,0.90027,0.89993,0.04399,0.04504,0.91503,0.90821,0.552
56,150,8,8,1.8,0.5,0.0005,0.106,99.483,15,30,0.90027,0.89993,0.04399,0.04583,0.91503,0.95134,0.516
56,150,8,16,1.8,0.5,0.0005,0.1,94.536,15,31,0.90027,0.89993,0.04399,0.04583,0.91503,0.95134,0.516
56,150,8,32,1.8,0.5,0.0005,0.098,90.697,14,41,0.90027,0.89993,0.04399,0.04583,0.91503,0.95134,0.516
56,150,8,64,1.8,0.5,0.0005,0.108,92.574,13,32,0.90027,0.89889,0.04399,0.04586,0.91503,0.95272,0.655
57,150,8,0,1.8,0.5,0.0005,0.175,126.336,18,34,0.54625,0.50272,0.05975,0.0579,0.73505,0.73201,0.091
57,150,8,1,1.8,0.5,0.0005,0.119,118.227,17,34,0.54625,0.50272,0.05975,0.0579,0.73505,0.73201,0.091
57,150,8,2,1.8,0.5,0.0005,0.113,109.077,17,34,0.54625,0.50272,0.05975,0.0579,0.73505,0.73201,0.091
57,150,8,4,1.8,0.5,0.0005,0.139,66.889,17,34,0.54625,0.50272,0.05975,0.0579,0.73505,0.73201,0.091
57,150,8,8,1.8,0.5,0.0005,0.049,44.569,14,34,0.59387,0.50272,0.07599,0.0579,0.95459,0.73201,0.255
57,150,8,16,1.8,0.5,0.0005,0.082,46.817,15,53,0.59339,0.55561,0.07666,0.06631,0.95459,0.85748,0.309
57,150,8,32,1.8,0.5,0.0005,0.055,52.647,14,87,0.59339,0.56704,0.07666,0.08225,0.95459,0.9453,0.455
57,150,8,64,1.8,0.5,0.0005,0.101,60.432,14,92,0.59339,0.58451,0.07666,0.11805,0.95459,0.99331,0.314
58,150,8,0,1.8,0.5,0.0005,0.08,103.568,17,31,0.77879,0.77998,0.04518,0.04468,0.8489,0.85525,0.633
58,150,8,1,1.8,0.5,0.0005,0.078,86.918,17,31,0.77879,0.77998,0.04518,0.04468,0.8489,0.85525,0.633
58,150,8,2,1.8,0.5,0.0005,0.077,90.849,17,40,0.77789,0.77998,0.04567,0.04468,0.84904,0.85525,0.485
58,150,8,4,1.8,0.5,0.0005,0.086,73.128,17,42,0.77879,0.77606,0.04518,0.04505,0.8489,0.85279,0.485
58,150,8,8,1.8,0.5,0.0005,0.097,72.67,17,36,0.77789,0.77606,0.04567,0.04505,0.84904,0.85279,0.485
58,150,8,16,1.8,0.5,0.0005,0.071,61.634,17,40,0.77789,0.77606,0.04567,0.04505,0.84904,0.85279,0.485
58,150,8,32,1.8,0.5,0.0005,0.056,55.783,13,51,0.78037,0.77659,0.04687,0.0529,0.88043,0.91339,0.41
58,150,8,64,1.8,0.5,0.0005,0.053,53.882,13,242,0.77946,0.7776,0.04736,0.06413,0.88056,0.94898,0.277
59,150,8,0,1.8,0.5,0.0005,0.086,74.595,18,39,0.72107,0.61179,0.07844,0.06007,0.961,0.79187,0.255
59,150,8,1,1.8,0.5,0.0005,0.075,69.726,17,42,0.72107,0.61179,0.07844,0.06007,0.961,0.79187,0.255
59,150,8,2,1.8,0.5,0.0005,0.074,71.439,17,50,0.72107,0.61179,0.07844,0.06007,0.961,0.79187,0.255
59,150,8,4,1.8,0.5,0.0005,0.086,73.448,17,51,0.72107,0.71338,0.07844,0.06796,0.961,0.98064,0.333
59,150,8,8,1.8,0.5,0.0005,0.08,68.036,17,46,0.72107,0.71338,0.07844,0.06796,0.961,0.98064,0.333
59,150,8,16,1.8,0.5,0.0005,0.097,69.049,17,61,0.72107,0.71392,0.07844,0.06779,0.961,0.97934,0.404
59,150,8,32,1.8,0.5,0.0005,0.073,61.962,17,67,0.72463,0.71295,0.07832,0.06807,0.95841,0.97934,0.457
59,150,8,64,1.8,0.5,0.0005,0.08,56.46,18,50,0.72463,0.73687,0.07832,0.0803,0.95841,1.0,0.434
60,150,8,0,1.8,0.5,0.0005,0.082,79.087,17,35,0.6089,0.5423,0.04113,0.04311,0.68553,0.64345,0.424
60,150,8,1,1.8,0.5,0.0005,0.08,81.452,16,36,0.6089,0.5423,0.04113,0.04311,0.68553,0.64345,0.424
60,150,8,2,1.8,0.5,0.0005,0.074,81.173,16,39,0.6089,0.5423,0.04113,0.04311,0.68553,0.64345,0.424
60,150,8,4,1.8,0.5,0.0005,0.076,73.07,16,61,0.6089,0.5423,0.04113,0.04311,0.68553,0.64345,0.424
60,150,8,8,1.8,0.5,0.0005,0.07,72.692,17,81,0.6089,0.56395,0.04113,0.0432,0.68553,0.66843,0.548
60,150,8,16,1.8,0.5,0.0005,0.086,66.841,19,91,0.6089,0.64846,0.0438,0.05588,0.72596,0.96016,0.583
60,150,8,32,1.8,0.5,0.0005,0.079,66.167,16,68,0.64889,0.6471,0.05415,0.06062,0.94033,0.9625,0.641
60,150,8,64,1.8,0.5,0.0005,0.063,64.989,14,71,0.64951,0.65805,0.06101,0.08227,0.9625,0.98148,0.592
61,150,8,0,1.8,0.5,0.0005,0.075,63.414,15,34,0.69668,0.6926,0.04393,0.03844,0.79348,0.72486,0.571
61,150,8,1,1.8,0.5,0.0005,0.114,52.823,15,38,0.69668,0.6926,0.04393,0.03844,0.79348,0.72486,0.571
61,150,8,2,1.8,0.5,0.0005,0.066,53.401,15,113,0.69668,0.66938,0.04393,0.04311,0.79348,0.68254,0.462
61,150,8,4,1.8,0.5,0.0005,0.104,50.409,14,38,0.69668,0.72349,0.04393,0.04612,0.79348,0.9241,0.513
61,150,8,8,1.8,0.5,0.0005,0.064,47.975,15,34,0.69668,0.72349,0.04393,0.04612,0.79348,0.9241,0.513
61,150,8,16,1.8,0.5,0.0005,0.069,48.998,15,44,0.69668,0.72349,0.04127,0.04612,0.77024,0.9241,0.526
61,150,8,32,1.8,0.5,0.0005,0.064,48.085,14,78,0.72757,0.72487,0.04874,0.05485,0.92327,0.93441,0.61
61,150,8,64,1.8,0.5,0.0005,0.066,42.059,15,44,0.72903,0.72862,0.05648,0.07578,0.92616,0.97313,0.5
62,150,8,0,1.8,0.5,0.0005,0.065,96.045,14,26,0.7301,0.72313,0.04523,0.04396,0.82582,0.79093,0.581
62,150,8,1,1.8,0.5,0.0005,0.061,87.455,14,26,0.7301,0.72313,0.04523,0.04396,0.82582,0.79093,0.581
62,150,8,2,1.8,0.5,0.0005,0.056,78.178,13,26,0.7301,0.72313,0.04523,0.04396,0.82582,0.79093,0.581
62,150,8,4,1.8,0.5,0.0005,0.058,79.181,13,26,0.7301,0.72313,0.04523,0.04396,0.82582,0.79093,0.581
62,150,8,8,1.8,0.5,0.0005,0.063,79.427,13,26,0.7301,0.72313,0.04523,0.04396,0.82582,0.79093,0.581
62,150,8,16,1.8,0.5,0.0005,0.064,73.642,13,36,0.7301,0.72313,0.04523,0.04656,0.82582,0.84471,0.563
62,150,8,32,1.8,0.5,0.0005,0.06,67.019,14,39,0.7301,0.73698,0.04523,0.05617,0.82582,0.89705,0.606
62,150,8,64,1.8,0.5,0.0005,0.082,64.876,17,52,0.7301,0.74041,0.04523,0.06606,0.82582,0.943,0.629
63,150,8,0,1.8,0.5,0.0005,0.055,57.58,13,28,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,1,1.8,0.5,0.0005,0.062,56.027,13,27,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,2,1.8,0.5,0.0005,0.057,53.419,13,29,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,4,1.8,0.5,0.0005,0.059,54.272,13,30,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,8,1.8,0.5,0.0005,0.062,49.679,13,30,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,16,1.8,0.5,0.0005,0.059,48.331,14,44,0.77357,0.77325,0.04727,0.04828,0.85152,0.85754,0.548
63,150,8,32,1.8,0.5,0.0005,0.06,44.012,14,50,0.77357,0.77749,0.04727,0.06126,0.85152,0.97102,0.447
63,150,8,64,1.8,0.5,0.0005,0.072,45.837,17,81,0.77307,0.77749,0.05002,0.06918,0.85305,0.98621,0.349
64,150,8,0,1.8,0.5,0.0005,0.07,47.061,16,33,0.64634,0.6242,0.05191,0.04266,0.79352,0.72672,0.209
64,150,8,1,1.8,0.5,0.0005,0.078,43.997,16,33,0.64634,0.6242,0.05191,0.04266,0.79352,0.72672,0.209
64,150,8,2,1.8,0.5,0.0005,0.078,43.358,16,33,0.64535,0.6242,0.05171,0.04266,0.78024,0.72672,0.289
64,150,8,4,1.8,0.5,0.0005,0.075,40.797,16,33,0.64535,0.6242,0.05171,0.04266,0.78024,0.72672,0.289
64,150,8,8,1.8,0.5,0.0005,0.075,39.88,16,36,0.64535,0.6242,0.05171,0.04266,0.78024,0.72672,0.289
64,150,8,16,1.8,0.5,0.0005,0.073,43.732,16,109,0.64535,0.6242,0.05171,0.04266,0.78024,0.72672,0.289
64,150,8,32,1.8,0.5,0.0005,0.08,37.742,16,38,0.65873,0.65176,0.05942,0.05991,0.86702,0.94811,0.455
64,150,8,64,1.8,0.5,0.0005,0.063,41.396,14,242,0.67151,0.65176,0.0659,0.05991,0.95997,0.94811,0.523
65,150,8,0,1.8,0.5,0.0005,0.076,79.212,17,34,0.68866,0.68936,0.05044,0.05407,0.79971,0.80796,0.889
65,150,8,1,1.8,0.5,0.0005,0.084,71.195,16,32,0.69617,0.68936,0.05638,0.05407,0.81772,0.80796,0.472
65,150,8,2,1.8,0.5,0.0005,0.067,68.913,16,32,0.69617,0.68936,0.05638,0.05407,0.81772,0.80796,0.472
65,150,8,4,1.8,0.5,0.0005,0.072,62.952,15,32,0.68662,0.68936,0.05612,0.05407,0.81461,0.80796,0.656
65,150,8,8,1.8,0.5,0.0005,0.067,59.846,16,36,0.69617,0.68936,0.05638,0.05407,0.81772,0.80796,0.472
65,150,8,16,1.8,0.5,0.0005,0.072,66.74,15,40,0.69617,0.68936,0.05638,0.06401,0.81772,0.93069,0.405
65,150,8,32,1.8,0.5,0.0005,0.081,61.999,15,34,0.68662,0.68662,0.06106,0.06606,0.90704,0.93241,0.794
65,150,8,64,1.8,0.5,0.0005,0.084,48.218,17,41,0.6879,0.68662,0.05301,0.07439,0.89388,0.93804,0.348
66,150,8,0,1.8,0.5,0.0005,0.077,56.404,16,31,0.59322,0.58626,0.04735,0.04513,0.71507,0.6944,0.361
66,150,8,1,1.8,0.5,0.0005,0.075,55.706,17,32,0.59322,0.58626,0.04735,0.04513,0.71507,0.6944,0.361
66,150,8,2,1.8,0.5,0.0005,0.094,45.057,17,33,0.59322,0.58626,0.04735,0.04513,0.71507,0.6944,0.361
66,150,8,4,1.8,0.5,0.0005,0.077,42.968,16,36,0.59322,0.58626,0.04735,0.04513,0.71507,0.6944,0.361
66,150,8,8,1.8,0.5,0.0005,0.103,46.699,22,92,0.60052,0.59574,0.05142,0.04643,0.72972,0.70292,0.378
66,150,8,16,1.8,0.5,0.0005,0.073,42.412,14,67,0.63055,0.59444,0.06436,0.05064,0.96583,0.8003,0.5
66,150,8,32,1.8,0.5,0.0005,0.074,43.284,15,73,0.62618,0.60751,0.066,0.06754,0.96583,0.93986,0.447
66,150,8,64,1.8,0.5,0.0005,0.109,42.926,16,57,0.62618,0.6273,0.06783,0.09263,0.96683,0.9917,0.482
67,150,8,0,1.8,0.5,0.0005,0.068,69.869,15,31,0.69385,0.69289,0.053,0.0517,0.81207,0.81576,0.848
67,150,8,1,1.8,0.5,0.0005,0.068,58.748,14,32,0.69385,0.69289,0.053,0.0517,0.81207,0.81576,0.848
67,150,8,2,1.8,0.5,0.0005,0.06,58.092,14,40,0.69385,0.69289,0.053,0.0517,0.81207,0.81576,0.848
67,150,8,4,1.8,0.5,0.0005,0.085,60.59,15,46,0.69385,0.68226,0.053,0.05271,0.81207,0.81623,0.703
67,150,8,8,1.8,0.5,0.0005,0.057,54.747,14,144,0.69385,0.68446,0.053,0.05756,0.81207,0.86647,0.457
