i,size_grid,nb_srcs,alpha,mu,decay,epsilon,time_sp,time_bio,n_steps_sp,n_steps_bio,perf_sp,perf_bio,cost_sp,cost_bio,ft_sp,ft_bio,diffset
67,150,8,16,1.8,0.5,0.0005,0.057,48.221,13,33,0.69268,0.68446,0.05383,0.05756,0.80804,0.86647,0.535
67,150,8,32,1.8,0.5,0.0005,0.07,43.904,15,48,0.69268,0.68007,0.05383,0.0599,0.80804,0.86256,0.561
67,150,8,64,1.8,0.5,0.0005,0.085,41.361,17,75,0.69268,0.69839,0.05383,0.08005,0.80804,0.95827,0.426
68,150,8,0,1.8,0.5,0.0005,0.069,81.193,15,36,0.6677,0.6206,0.07583,0.05884,0.93785,0.80553,0.321
68,150,8,1,1.8,0.5,0.0005,0.069,76.086,15,37,0.6677,0.6206,0.07583,0.05884,0.93785,0.80553,0.321
68,150,8,2,1.8,0.5,0.0005,0.068,72.706,16,38,0.6677,0.6206,0.07658,0.05884,0.95562,0.80553,0.321
68,150,8,4,1.8,0.5,0.0005,0.068,68.519,15,40,0.6677,0.6206,0.07658,0.05884,0.95562,0.80553,0.321
68,150,8,8,1.8,0.5,0.0005,0.064,70.809,15,47,0.6677,0.6206,0.07658,0.05884,0.95562,0.80553,0.321
68,150,8,16,1.8,0.5,0.0005,0.074,70.087,17,90,0.6677,0.6206,0.07658,0.06493,0.95562,0.88982,0.321
68,150,8,32,1.8,0.5,0.0005,0.076,65.749,16,55,0.6677,0.62172,0.07748,0.06661,0.95673,0.89288,0.382
68,150,8,64,1.8,0.5,0.0005,0.119,64.081,16,51,0.6677,0.64194,0.07748,0.09049,0.95673,0.96947,0.387
69,150,8,0,1.8,0.5,0.0005,0.061,67.719,13,26,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,1,1.8,0.5,0.0005,0.053,59.258,13,26,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,2,1.8,0.5,0.0005,0.052,59.256,13,26,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,4,1.8,0.5,0.0005,0.054,53.125,13,27,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,8,1.8,0.5,0.0005,0.057,50.756,13,27,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,16,1.8,0.5,0.0005,0.054,48.573,13,36,0.77728,0.77607,0.02873,0.02634,0.76827,0.72642,0.36
69,150,8,32,1.8,0.5,0.0005,0.055,48.897,13,101,0.77728,0.78821,0.02873,0.03199,0.76827,0.87472,0.423
69,150,8,64,1.8,0.5,0.0005,0.066,46.168,15,73,0.77728,0.79258,0.02873,0.05721,0.76827,0.99433,0.457
70,150,8,0,1.8,0.5,0.0005,0.059,72.485,14,28,0.74054,0.73998,0.04035,0.03884,0.80846,0.79675,0.393
70,150,8,1,1.8,0.5,0.0005,0.06,67.698,14,28,0.74054,0.73998,0.04035,0.03884,0.80846,0.79675,0.393
70,150,8,2,1.8,0.5,0.0005,0.064,67.783,14,28,0.74054,0.73998,0.04035,0.03884,0.80846,0.79675,0.393
70,150,8,4,1.8,0.5,0.0005,0.088,61.693,18,29,0.7492,0.73998,0.04595,0.03884,0.8222,0.79675,0.464
70,150,8,8,1.8,0.5,0.0005,0.072,57.031,15,30,0.74054,0.73998,0.04035,0.03884,0.80846,0.79675,0.393
70,150,8,16,1.8,0.5,0.0005,0.056,55.189,14,30,0.74234,0.73998,0.04137,0.03884,0.81615,0.79675,0.333
70,150,8,32,1.8,0.5,0.0005,0.052,48.425,14,36,0.74054,0.73998,0.04035,0.03884,0.80846,0.79675,0.393
70,150,8,64,1.8,0.5,0.0005,0.07,45.349,16,59,0.73998,0.75244,0.03884,0.0631,0.78685,0.982,0.531
71,150,8,0,1.8,0.5,0.0005,0.069,73.506,15,16,0.91858,nan,0.0413,0.01696,0.91061,0.75647,0.269
71,150,8,1,1.8,0.5,0.0005,0.069,79.697,13,15,0.91346,0.93199,0.04676,0.04759,0.92756,0.84593,0.341
71,150,8,2,1.8,0.5,0.0005,0.077,89.197,13,32,0.91346,0.91346,0.04676,0.04547,0.92756,0.91986,0.96
71,150,8,4,1.8,0.5,0.0005,0.059,79.93,13,32,0.91346,0.91346,0.04676,0.04547,0.92756,0.91986,0.96
71,150,8,8,1.8,0.5,0.0005,0.063,79.453,13,34,0.91346,0.91346,0.04676,0.04547,0.92756,0.91986,0.96
71,150,8,16,1.8,0.5,0.0005,0.059,73.752,13,36,0.91346,0.91346,0.04676,0.04555,0.92756,0.92083,0.852
71,150,8,32,1.8,0.5,0.0005,0.056,65.133,13,32,0.91346,0.91336,0.04676,0.04606,0.92756,0.92083,0.724
71,150,8,64,1.8,0.5,0.0005,0.053,63.032,13,46,0.91346,0.91046,0.04676,0.0523,0.92756,0.95899,0.359
72,150,8,0,1.8,0.5,0.0005,0.145,59.484,20,35,0.6384,0.61026,0.05065,0.05114,0.76874,0.74552,0.372
72,150,8,1,1.8,0.5,0.0005,0.102,53.272,21,36,0.6384,0.61026,0.05065,0.05114,0.76874,0.74552,0.372
72,150,8,2,1.8,0.5,0.0005,0.113,52.972,20,38,0.6384,0.61026,0.05065,0.05114,0.76874,0.74552,0.372
72,150,8,4,1.8,0.5,0.0005,0.062,52.651,14,46,0.68267,0.61026,0.06172,0.05114,0.95264,0.74552,0.327
72,150,8,8,1.8,0.5,0.0005,0.091,53.444,13,176,0.68267,0.64141,0.06172,0.0454,0.95264,0.75917,0.356
72,150,8,16,1.8,0.5,0.0005,0.062,45.555,14,45,0.68267,0.66076,0.06394,0.0573,0.96223,0.91429,0.333
72,150,8,32,1.8,0.5,0.0005,0.066,42.977,15,66,0.68295,0.66076,0.06527,0.06627,0.96147,0.95675,0.352
72,150,8,64,1.8,0.5,0.0005,0.07,44.779,16,130,0.68295,0.67397,0.06527,0.08588,0.96147,0.99026,0.4
73,150,8,0,1.8,0.5,0.0005,0.078,57.06,18,33,0.55523,0.55523,0.04839,0.04839,0.70034,0.70034,1.0
73,150,8,1,1.8,0.5,0.0005,0.088,53.776,18,33,0.55523,0.55523,0.04887,0.04839,0.70276,0.70034,0.917
73,150,8,2,1.8,0.5,0.0005,0.079,51.435,17,34,0.55523,0.55523,0.04839,0.04839,0.70034,0.70034,1.0
73,150,8,4,1.8,0.5,0.0005,0.091,48.524,18,36,0.55523,0.55523,0.04887,0.04839,0.70276,0.70034,0.917
73,150,8,8,1.8,0.5,0.0005,0.073,47.07,16,43,0.61812,0.55523,0.06073,0.04839,0.9782,0.70034,0.793
73,150,8,16,1.8,0.5,0.0005,0.097,46.271,15,47,0.62003,0.5686,0.06022,0.05882,0.9782,0.84931,0.436
73,150,8,32,1.8,0.5,0.0005,0.092,44.702,16,121,0.62003,0.6264,0.06022,0.07131,0.9782,0.96098,0.5
73,150,8,64,1.8,0.5,0.0005,0.075,45.387,16,69,0.62003,0.63093,0.06022,0.08703,0.9782,0.96898,0.619
74,150,8,0,1.8,0.5,0.0005,0.073,76.549,15,31,0.72017,0.71983,0.03661,0.0347,0.75335,0.72246,0.382
74,150,8,1,1.8,0.5,0.0005,0.093,75.112,14,33,0.72017,0.71983,0.03661,0.0347,0.75335,0.72246,0.382
74,150,8,2,1.8,0.5,0.0005,0.069,64.088,14,34,0.72017,0.71983,0.03817,0.0347,0.77696,0.72246,0.371
74,150,8,4,1.8,0.5,0.0005,0.066,60.066,14,44,0.72017,0.71983,0.03661,0.0347,0.75335,0.72246,0.382
74,150,8,8,1.8,0.5,0.0005,0.062,62.68,14,54,0.72017,0.72465,0.03661,0.03264,0.75335,0.70729,0.263
74,150,8,16,1.8,0.5,0.0005,0.057,60.599,14,78,0.72017,0.72465,0.03661,0.03589,0.75335,0.80357,0.256
74,150,8,32,1.8,0.5,0.0005,0.067,56.02,14,188,0.72017,0.74162,0.03661,0.05493,0.75335,0.98634,0.349
74,150,8,64,1.8,0.5,0.0005,0.077,48.995,14,101,0.72017,0.74282,0.03661,0.06878,0.75335,1.0,0.3
75,150,8,0,1.8,0.5,0.0005,0.069,96.865,15,31,0.6885,0.62625,0.04603,0.04784,0.77783,0.7407,0.625
75,150,8,1,1.8,0.5,0.0005,0.084,124.64,15,31,0.6885,0.62625,0.04603,0.04784,0.77783,0.7407,0.625
75,150,8,2,1.8,0.5,0.0005,0.128,151.802,15,31,0.69197,0.62625,0.04634,0.04784,0.78075,0.7407,0.606
75,150,8,4,1.8,0.5,0.0005,0.119,136.794,14,32,0.6885,0.62625,0.04603,0.04784,0.77783,0.7407,0.625
75,150,8,8,1.8,0.5,0.0005,0.129,161.658,13,36,0.6885,0.62625,0.04691,0.04784,0.77727,0.7407,0.677
75,150,8,16,1.8,0.5,0.0005,0.14,155.115,13,50,0.6885,0.69784,0.04691,0.0564,0.77727,0.93877,0.657
75,150,8,32,1.8,0.5,0.0005,0.085,141.689,13,69,0.6885,0.70904,0.04691,0.06241,0.77727,0.94936,0.649
75,150,8,64,1.8,0.5,0.0005,0.123,127.028,15,53,0.6885,0.71283,0.04691,0.07883,0.77727,0.98686,0.457
76,150,8,0,1.8,0.5,0.0005,0.192,134.114,22,35,0.65172,0.61749,0.07129,0.06134,0.84042,0.80923,0.509
76,150,8,1,1.8,0.5,0.0005,0.164,143.635,20,35,0.65172,0.61749,0.0715,0.06134,0.83836,0.80923,0.509
76,150,8,2,1.8,0.5,0.0005,0.184,148.151,20,36,0.65172,0.61749,0.0715,0.06134,0.83836,0.80923,0.509
76,150,8,4,1.8,0.5,0.0005,0.112,123.793,16,44,0.64905,0.61749,0.06031,0.06134,0.8125,0.80923,0.246
76,150,8,8,1.8,0.5,0.0005,0.111,109.888,16,61,0.65375,0.60973,0.06215,0.05207,0.81647,0.76753,0.196
76,150,8,16,1.8,0.5,0.0005,0.116,95.585,16,68,0.65247,0.60973,0.06327,0.05207,0.82026,0.76753,0.082
76,150,8,32,1.8,0.5,0.0005,0.106,90.81,16,49,0.65375,0.66607,0.06215,0.07739,0.81647,0.98664,0.339
76,150,8,64,1.8,0.5,0.0005,0.079,78.188,15,48,0.6592,0.66607,0.0673,0.08056,0.88368,0.98695,0.367
77,150,8,0,1.8,0.5,0.0005,0.123,144.183,15,29,0.9049,0.9026,0.02748,0.02681,0.85234,0.84541,0.632
77,150,8,1,1.8,0.5,0.0005,0.11,134.174,15,29,0.90006,0.89758,0.03213,0.03157,0.88086,0.87587,0.542
77,150,8,2,1.8,0.5,0.0005,0.139,135.483,15,29,0.90006,0.89758,0.03213,0.03185,0.88086,0.87379,0.48
77,150,8,4,1.8,0.5,0.0005,0.118,130.026,15,29,0.90006,0.89758,0.03213,0.03185,0.88086,0.87379,0.48
77,150,8,8,1.8,0.5,0.0005,0.112,124.318,14,30,0.90006,0.89758,0.03213,0.03185,0.88086,0.87379,0.48
77,150,8,16,1.8,0.5,0.0005,0.109,119.807,14,30,0.90006,0.89758,0.03213,0.03185,0.88086,0.87379,0.48
77,150,8,32,1.8,0.5,0.0005,0.102,114.054,14,33,0.90006,0.89758,0.03213,0.03398,0.88086,0.92576,0.444
77,150,8,64,1.8,0.5,0.0005,0.108,107.073,14,41,0.90006,0.89758,0.03213,0.03593,0.88086,0.93305,0.481
78,150,8,0,1.8,0.5,0.0005,0.132,118.125,17,31,0.85048,0.85593,0.02929,0.02839,0.77324,0.79075,0.542
78,150,8,1,1.8,0.5,0.0005,0.119,115.657,16,31,0.85048,0.85593,0.02929,0.02839,0.77324,0.79075,0.542
78,150,8,2,1.8,0.5,0.0005,0.122,114.728,16,33,0.85048,0.85593,0.02929,0.02839,0.77324,0.79075,0.542
78,150,8,4,1.8,0.5,0.0005,0.191,124.553,15,36,0.85048,0.85593,0.02929,0.02839,0.77324,0.79075,0.542
78,150,8,8,1.8,0.5,0.0005,0.128,119.728,15,95,0.85048,0.85984,0.02929,0.03023,0.77324,0.89109,0.5
78,150,8,16,1.8,0.5,0.0005,0.127,111.321,16,34,0.85048,0.85984,0.02929,0.03371,0.77324,0.95151,0.464
78,150,8,32,1.8,0.5,0.0005,0.13,110.71,17,80,0.85208,0.85984,0.02921,0.03423,0.80173,0.95345,0.552
78,150,8,64,1.8,0.5,0.0005,0.096,107.544,13,72,0.8599,0.85693,0.03921,0.03582,0.96234,0.95609,0.516
79,150,8,0,1.8,0.5,0.0005,0.143,102.215,18,31,0.69345,0.70179,0.04515,0.04256,0.80372,0.78227,0.375
79,150,8,1,1.8,0.5,0.0005,0.117,108.427,18,31,0.69345,0.70179,0.04515,0.04256,0.80372,0.78227,0.375
79,150,8,2,1.8,0.5,0.0005,0.154,111.732,15,32,0.69512,0.70179,0.04532,0.04256,0.80389,0.78227,0.333
79,150,8,4,1.8,0.5,0.0005,0.126,107.969,16,32,0.69345,0.70179,0.04515,0.04256,0.80372,0.78227,0.375
79,150,8,8,1.8,0.5,0.0005,0.118,90.172,15,136,0.69603,0.70179,0.04619,0.04269,0.81008,0.79606,0.364
79,150,8,16,1.8,0.5,0.0005,0.121,94.242,15,60,0.69603,0.70412,0.0474,0.04516,0.81409,0.81833,0.2
79,150,8,32,1.8,0.5,0.0005,0.122,92.173,15,89,0.69641,0.70412,0.04749,0.04729,0.82032,0.85699,0.275
79,150,8,64,1.8,0.5,0.0005,0.11,84.443,15,40,0.69641,0.7314,0.04787,0.07994,0.85257,0.99198,0.264
80,150,8,0,1.8,0.5,0.0005,0.145,140.499,15,51,0.68972,0.68972,0.03803,0.03803,0.73994,0.73994,1.0
80,150,8,1,1.8,0.5,0.0005,0.138,132.887,15,53,0.68972,0.6684,0.03803,0.04067,0.73994,0.74451,0.621
80,150,8,2,1.8,0.5,0.0005,0.123,124.848,15,46,0.68972,0.6684,0.03803,0.04067,0.73994,0.74451,0.621
80,150,8,4,1.8,0.5,0.0005,0.137,113.655,15,44,0.68972,0.6684,0.03803,0.04067,0.73994,0.74451,0.621
80,150,8,8,1.8,0.5,0.0005,0.12,111.848,14,102,0.68972,0.6684,0.03803,0.04067,0.73994,0.74451,0.621
80,150,8,16,1.8,0.5,0.0005,0.078,107.167,14,50,0.68972,0.71419,0.03803,0.0519,0.73994,0.96534,0.688
80,150,8,32,1.8,0.5,0.0005,0.091,93.033,14,43,0.69733,0.71419,0.04715,0.0519,0.88372,0.96534,0.595
80,150,8,64,1.8,0.5,0.0005,0.08,101.215,13,178,0.71963,0.71884,0.06002,0.07232,0.9733,0.9806,0.434
81,150,8,0,1.8,0.5,0.0005,0.124,113.349,15,31,0.64735,0.63056,0.04822,0.04812,0.7809,0.70979,0.655
81,150,8,1,1.8,0.5,0.0005,0.096,104.923,15,32,0.64735,0.63056,0.04822,0.04812,0.7809,0.70979,0.655
81,150,8,2,1.8,0.5,0.0005,0.112,103.645,15,33,0.64735,0.63056,0.04822,0.04812,0.7809,0.70979,0.655
81,150,8,4,1.8,0.5,0.0005,0.109,95.946,15,36,0.64735,0.63056,0.04736,0.04812,0.73019,0.70979,0.679
81,150,8,8,1.8,0.5,0.0005,0.135,104.124,16,51,0.64735,0.63056,0.04736,0.04812,0.73019,0.70979,0.679
81,150,8,16,1.8,0.5,0.0005,0.131,90.491,17,65,0.64735,0.67647,0.04736,0.05781,0.73019,0.96139,0.421
81,150,8,32,1.8,0.5,0.0005,0.096,89.76,14,66,0.68112,0.67704,0.06052,0.07281,0.965,0.97008,0.42
81,150,8,64,1.8,0.5,0.0005,0.13,81.0,15,59,0.68112,0.68662,0.05966,0.09403,0.96384,0.98675,0.397
82,150,8,0,1.8,0.5,0.0005,0.128,105.258,16,31,0.49749,0.39443,0.06031,0.05582,0.72937,0.66234,0.474
82,150,8,1,1.8,0.5,0.0005,0.1,100.877,16,32,0.49749,0.39443,0.06069,0.05582,0.72958,0.66234,0.514
82,150,8,2,1.8,0.5,0.0005,0.129,111.436,16,32,0.49749,0.39443,0.06031,0.05582,0.72937,0.66234,0.474
82,150,8,4,1.8,0.5,0.0005,0.133,110.415,16,32,0.49359,0.39443,0.05744,0.05582,0.71169,0.66234,0.588
82,150,8,8,1.8,0.5,0.0005,0.134,103.959,16,35,0.49359,0.39443,0.05744,0.05582,0.71169,0.66234,0.588
82,150,8,16,1.8,0.5,0.0005,0.128,89.936,16,44,0.49359,0.39443,0.05744,0.05582,0.71169,0.66234,0.588
82,150,8,32,1.8,0.5,0.0005,0.133,97.123,17,39,0.49359,0.53381,0.05744,0.08907,0.71169,0.98245,0.408
82,150,8,64,1.8,0.5,0.0005,0.121,99.058,14,66,0.49374,0.53709,0.06106,0.10919,0.76547,0.98957,0.414
83,150,8,0,1.8,0.5,0.0005,0.131,119.744,16,38,0.67764,0.67317,0.04891,0.04083,0.81295,0.75095,0.6
83,150,8,1,1.8,0.5,0.0005,0.131,113.29,16,59,0.67764,0.65465,0.04891,0.04019,0.81295,0.71473,0.441
83,150,8,2,1.8,0.5,0.0005,0.15,104.821,17,50,0.67764,0.65465,0.04891,0.04019,0.81295,0.71473,0.441
83,150,8,4,1.8,0.5,0.0005,0.131,105.089,16,58,0.67764,0.65465,0.04891,0.04019,0.81295,0.71473,0.441
83,150,8,8,1.8,0.5,0.0005,0.108,96.538,15,68,0.67655,0.70107,0.04489,0.04742,0.8092,0.88918,0.545
83,150,8,16,1.8,0.5,0.0005,0.145,89.962,16,47,0.67764,0.70107,0.04891,0.04743,0.81295,0.8893,0.529
83,150,8,32,1.8,0.5,0.0005,0.125,76.393,15,106,0.71007,0.70966,0.05867,0.05483,0.95223,0.93572,0.632
83,150,8,64,1.8,0.5,0.0005,0.138,60.462,17,71,0.71007,0.71264,0.05867,0.07145,0.95223,0.9844,0.543
84,150,8,0,1.8,0.5,0.0005,0.101,79.841,17,31,0.61067,0.59009,0.06065,0.05468,0.78182,0.77497,0.558
84,150,8,1,1.8,0.5,0.0005,0.18,71.057,17,31,0.61067,0.59009,0.06091,0.05468,0.78267,0.77497,0.523
84,150,8,2,1.8,0.5,0.0005,0.07,56.74,17,31,0.61067,0.59009,0.06091,0.05468,0.78267,0.77497,0.523
84,150,8,4,1.8,0.5,0.0005,0.066,51.801,18,31,0.61067,0.59009,0.06091,0.05468,0.78267,0.77497,0.523
84,150,8,8,1.8,0.5,0.0005,0.089,49.52,22,33,0.61067,0.58893,0.06091,0.05646,0.78267,0.77983,0.396
84,150,8,16,1.8,0.5,0.0005,0.059,46.291,14,53,0.62874,0.58893,0.06945,0.05646,0.90919,0.77983,0.469
84,150,8,32,1.8,0.5,0.0005,0.054,45.932,14,63,0.62803,0.62438,0.07017,0.07927,0.90842,0.95212,0.627
84,150,8,64,1.8,0.5,0.0005,0.061,43.694,16,124,0.62785,0.62927,0.07506,0.08944,0.94943,0.981,0.673
85,150,8,0,1.8,0.5,0.0005,0.053,64.304,14,32,0.82488,0.80453,0.04427,0.0402,0.87182,0.84334,0.355
85,150,8,1,1.8,0.5,0.0005,0.078,68.885,14,33,0.82488,0.80453,0.04427,0.0402,0.87182,0.84334,0.355
85,150,8,2,1.8,0.5,0.0005,0.08,64.922,15,34,0.82488,0.80453,0.04427,0.0402,0.87182,0.84334,0.355
85,150,8,4,1.8,0.5,0.0005,0.061,67.026,14,35,0.82488,0.80453,0.04427,0.0402,0.87182,0.84334,0.355
85,150,8,8,1.8,0.5,0.0005,0.079,69.43,14,36,0.82488,0.80453,0.04427,0.0402,0.87182,0.84334,0.355
85,150,8,16,1.8,0.5,0.0005,0.064,62.555,15,39,0.82488,0.80453,0.04344,0.0402,0.85543,0.84334,0.367
85,150,8,32,1.8,0.5,0.0005,0.099,55.065,15,54,0.82488,0.81796,0.04344,0.0524,0.85543,0.9407,0.517
85,150,8,64,1.8,0.5,0.0005,0.07,55.534,16,37,0.82488,0.81796,0.04344,0.05846,0.85543,0.94706,0.469
86,150,8,0,1.8,0.5,0.0005,0.066,90.359,16,34,0.69989,0.69069,0.04581,0.04407,0.77181,0.77468,0.552
86,150,8,1,1.8,0.5,0.0005,0.073,81.927,16,34,0.69989,0.69069,0.04581,0.04407,0.77181,0.77468,0.552
86,150,8,2,1.8,0.5,0.0005,0.074,79.061,16,34,0.69989,0.69069,0.04581,0.04561,0.77181,0.77482,0.607
86,150,8,4,1.8,0.5,0.0005,0.073,75.508,16,34,0.69989,0.69069,0.04581,0.04561,0.77181,0.77482,0.607
86,150,8,8,1.8,0.5,0.0005,0.068,71.875,16,34,0.69989,0.69069,0.04581,0.04561,0.77181,0.77482,0.607
86,150,8,16,1.8,0.5,0.0005,0.082,74.073,16,40,0.69989,0.70486,0.04581,0.04817,0.77181,0.79004,0.741
86,150,8,32,1.8,0.5,0.0005,0.066,62.283,15,49,0.69989,0.70593,0.04581,0.05831,0.77181,0.90857,0.588
86,150,8,64,1.8,0.5,0.0005,0.076,61.393,17,68,0.69989,0.71703,0.04701,0.088,0.82064,1.0,0.383
87,150,8,0,1.8,0.5,0.0005,0.063,89.005,14,27,0.76115,0.75842,0.04892,0.04867,0.82318,0.83577,0.324
87,150,8,1,1.8,0.5,0.0005,0.059,84.528,14,27,0.76115,0.75842,0.04892,0.04867,0.82318,0.83577,0.324
87,150,8,2,1.8,0.5,0.0005,0.063,78.429,14,28,0.76115,0.75842,0.04892,0.04867,0.82318,0.83577,0.324
87,150,8,4,1.8,0.5,0.0005,0.062,81.15,14,28,0.76115,0.75842,0.04892,0.04867,0.82318,0.83577,0.324
87,150,8,8,1.8,0.5,0.0005,0.066,68.761,13,28,0.75938,0.75842,0.04507,0.04867,0.81338,0.83577,0.4
87,150,8,16,1.8,0.5,0.0005,0.053,65.946,14,35,0.76115,0.75842,0.04892,0.04867,0.82318,0.83577,0.324
87,150,8,32,1.8,0.5,0.0005,0.056,60.58,13,32,0.76115,0.75974,0.04892,0.0575,0.82318,0.89902,0.293
87,150,8,64,1.8,0.5,0.0005,0.071,52.957,14,45,0.76115,0.76187,0.04892,0.06107,0.82318,0.90614,0.529
88,150,8,0,1.8,0.5,0.0005,0.067,73.035,15,27,0.7239,0.71787,0.04344,0.04054,0.79171,0.77558,0.424
88,150,8,1,1.8,0.5,0.0005,0.056,76.171,15,28,0.7239,0.71787,0.04344,0.04054,0.79171,0.77558,0.424
88,150,8,2,1.8,0.5,0.0005,0.068,66.822,15,28,0.7239,0.71787,0.04344,0.04054,0.79171,0.77558,0.424
88,150,8,4,1.8,0.5,0.0005,0.087,70.384,19,29,0.72369,0.71787,0.04308,0.04054,0.79032,0.77558,0.567
88,150,8,8,1.8,0.5,0.0005,0.098,60.42,15,31,0.7239,0.71787,0.04411,0.04054,0.79375,0.77558,0.424
88,150,8,16,1.8,0.5,0.0005,0.066,60.226,15,37,0.72369,0.71787,0.04375,0.04054,0.79237,0.77558,0.567
88,150,8,32,1.8,0.5,0.0005,0.078,55.037,16,52,0.72369,0.71787,0.04375,0.04861,0.79237,0.89252,0.514
88,150,8,64,1.8,0.5,0.0005,0.074,54.356,14,98,0.72912,0.72268,0.04769,0.07352,0.8925,0.98758,0.449
89,150,8,0,1.8,0.5,0.0005,0.081,80.486,16,30,0.7216,0.72521,0.04474,0.04074,0.80256,0.78633,0.581
89,150,8,1,1.8,0.5,0.0005,0.07,70.427,15,29,0.7216,0.72521,0.04474,0.04074,0.80256,0.78633,0.581
89,150,8,2,1.8,0.5,0.0005,0.068,67.793,15,29,0.7216,0.72521,0.04474,0.04074,0.80256,0.78633,0.581
89,150,8,4,1.8,0.5,0.0005,0.061,65.534,14,32,0.7216,0.72521,0.04474,0.04074,0.80256,0.78633,0.581
89,150,8,8,1.8,0.5,0.0005,0.065,61.126,14,31,0.7216,0.72542,0.04474,0.04073,0.80256,0.78633,0.633
89,150,8,16,1.8,0.5,0.0005,0.068,54.69,14,56,0.7216,0.73009,0.04474,0.04294,0.80256,0.83942,0.594
89,150,8,32,1.8,0.5,0.0005,0.067,51.635,14,36,0.7216,0.73175,0.04474,0.04807,0.80256,0.91206,0.543
89,150,8,64,1.8,0.5,0.0005,0.072,56.878,15,148,0.72186,0.73867,0.04604,0.06844,0.79634,0.98497,0.28
90,150,8,0,1.8,0.5,0.0005,0.084,65.351,17,38,0.62675,0.62763,0.04492,0.04426,0.73047,0.71733,0.186
90,150,8,1,1.8,0.5,0.0005,0.106,63.148,17,44,0.62675,0.62763,0.04492,0.04426,0.73047,0.71733,0.186
90,150,8,2,1.8,0.5,0.0005,0.078,61.242,17,45,0.62755,0.63249,0.04997,0.04336,0.74868,0.72724,0.268
90,150,8,4,1.8,0.5,0.0005,0.075,61.03,17,43,0.62675,0.63249,0.04492,0.04336,0.73047,0.72724,0.19
90,150,8,8,1.8,0.5,0.0005,0.077,56.366,17,47,0.62675,0.63272,0.04492,0.04552,0.73047,0.73271,0.275
90,150,8,16,1.8,0.5,0.0005,0.071,55.863,15,130,0.66609,0.63272,0.06076,0.04552,0.94947,0.73271,0.513
90,150,8,32,1.8,0.5,0.0005,0.088,52.762,17,75,0.6653,0.65975,0.05571,0.06856,0.94774,0.94864,0.315
90,150,8,64,1.8,0.5,0.0005,0.077,54.074,15,50,0.66877,0.67214,0.06579,0.07968,0.98424,0.98478,0.414
91,150,8,0,1.8,0.5,0.0005,0.058,69.105,13,39,0.75751,0.72431,0.04275,0.0428,0.82105,0.77379,0.257
91,150,8,1,1.8,0.5,0.0005,0.068,63.718,14,47,0.75751,0.72431,0.04275,0.0428,0.82105,0.77379,0.257
91,150,8,2,1.8,0.5,0.0005,0.065,62.972,13,69,0.75751,0.72431,0.04275,0.0428,0.82105,0.77379,0.257
91,150,8,4,1.8,0.5,0.0005,0.066,60.406,14,54,0.75751,0.72431,0.04275,0.04619,0.82105,0.82762,0.286
91,150,8,8,1.8,0.5,0.0005,0.069,58.441,14,38,0.75751,0.72431,0.04275,0.04619,0.82105,0.82762,0.286
91,150,8,16,1.8,0.5,0.0005,0.069,58.252,14,118,0.75751,0.72431,0.04324,0.04808,0.82215,0.85751,0.237
91,150,8,32,1.8,0.5,0.0005,0.078,52.53,17,88,0.75751,0.76029,0.04324,0.064,0.82215,0.95691,0.227
91,150,8,64,1.8,0.5,0.0005,0.061,54.724,13,82,0.75751,0.76029,0.04543,0.07496,0.86872,0.96244,0.224
92,150,8,0,1.8,0.5,0.0005,0.088,52.476,16,33,0.62847,0.6239,0.05155,0.04949,0.74369,0.72684,0.594
92,150,8,1,1.8,0.5,0.0005,0.071,50.65,15,33,0.6361,0.6239,0.055,0.04949,0.79266,0.72684,0.559
92,150,8,2,1.8,0.5,0.0005,0.066,49.213,14,37,0.6361,0.6239,0.055,0.04949,0.79266,0.72684,0.559
92,150,8,4,1.8,0.5,0.0005,0.071,47.001,14,32,0.6327,0.63119,0.05361,0.0531,0.78212,0.75476,0.528
92,150,8,8,1.8,0.5,0.0005,0.063,46.2,14,48,0.63644,0.63119,0.05291,0.0531,0.74376,0.75476,0.528
92,150,8,16,1.8,0.5,0.0005,0.059,45.507,14,45,0.63644,0.63119,0.05291,0.06055,0.74376,0.85855,0.475
92,150,8,32,1.8,0.5,0.0005,0.071,42.093,15,89,0.63644,0.64389,0.05291,0.07713,0.74376,0.97553,0.413
92,150,8,64,1.8,0.5,0.0005,0.079,41.938,16,86,0.63644,0.64996,0.05291,0.0908,0.74376,0.9862,0.321
93,150,8,0,1.8,0.5,0.0005,0.069,69.395,14,30,0.74541,0.74192,0.04912,0.048,0.8187,0.8011,0.432
93,150,8,1,1.8,0.5,0.0005,0.071,66.209,14,30,0.74541,0.74192,0.04912,0.048,0.8187,0.8011,0.432
93,150,8,2,1.8,0.5,0.0005,0.063,69.404,14,30,0.74541,0.74192,0.04912,0.048,0.8187,0.8011,0.432
93,150,8,4,1.8,0.5,0.0005,0.067,69.076,13,30,0.74541,0.74192,0.04912,0.048,0.8187,0.8011,0.432
